up_code,up_name_omie,legal_entity,ownership_pct,unit_type_omie,zone_omie,technology_omie,omie_page
CTGN3,C.C. CART,AGE,NA,3,,GAS NATURAL CO MER CIALIZA DORA  100 GENERACION ZONA ESPAÑOLA Ciclo Combin ado ,23
CTJON1R,CC. CASTE,JON,1 R,EPR,,TOTALENERGIES G AS AND PO WER LIMITED 100 GENERACION ZONA ESPAÑOLA Ciclo Combin ado ,23
CTJON2,C.C. CAST,EJÓ,N 2,,,IBERDROLA ENER GÍA ESPAÑA S..A.  100 GENERACION ZONA ESPAÑOLA Ciclo Combin ado ,23
CTJON3R,CC CASTE,JON,3 R,EPR,,TOTALENERGIES G AS AND PO WER LIMITED 100 GENERACION ZONA ESPAÑOLA Ciclo Combin ado ,23
CTNJUC2,UGH CAST,ELN,OU,,,ENGIE CASTELNO U    100 GENERACION ZONA ESPAÑOLA Hidráulica Ge neración ,23
CTNU,C.C. CAST,ELN,OU,,,ENGIE CASTELNO U    100 GENERACION ZONA ESPAÑOLA Ciclo Combin ado ,23
CTN3,C.C. CAST,ELL,ÓN,3,,IBERDROLA ENER GÍA ESPAÑA S..A.  100 GENERACION ZONA ESPAÑOLA Ciclo Combin ado ,23
CTN4,C.C. CAST,ELL,ÓN,4,,IBERDROLA ENER GÍA ESPAÑA S..A.  100 GENERACION ZONA ESPAÑOLA Ciclo Combin ado ,23
CYEVD01,UOF REPR,FV,TAR,CON DES,VIO 1,CYE ENERGIA S.L.     100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Fo tovoltáica,23
CYEVD05,UOF REPR FV TAR SUP 1MW,CYE EN,ERGI,A S.L.,,100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,24
DETCRE1,DETISA COM VENTA REG. ESPECIAL,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD03,VENTA PRODUCTOR DETIC,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD10,DETVD10,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD17,DETVD17,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD19,DETVD19,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD25,DETVD25,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD27,DETVD27,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD29,DETVD29,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,24
DETVD30,DETVD30,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD34,DETVD34,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,24
DETVD35,DETVD35,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD36,DETVD36,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD37,DETVD37,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD38,DETVD38,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD42,DETVD42,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD43,DETVD43,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD44,DETVD44,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD46,DETVD46,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD48,DETVD48,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD49,DETVD49,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD51,DETVD51,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R,24
DETVD53,DETVD53,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD54,DETVD54,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD55,DETVD55,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD57,DETVD57,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD58,DETVD58,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD65,DETVD65,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD66,DETVD66,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,24
DETVD68,DETVD68,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,24
DETVD70,DETVD70,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD71,DETVD71,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD72,DETVD72,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD73,DETVD73,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD74,DETVD74,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD75,DETVD75,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD76,DETVD76,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD77,DETVD77,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD78,DETVD78,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD79,DETVD79,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD80,DETVD80,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,24
DETVD81,DETVD81,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica",25
DETVD82,DETVD82,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica",25
DETVD83,DETVD83,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica",25
DETVD84,DETVD84,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica",25
DETVD85,DETVD85,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica",25
DETVD86,DETVD86,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DETVD87,DETVD87,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DOUSUP,DOURO IN,TERNACIONAL,MOVHERA -,HIDROE,LÉTR,ICAS DO NORTE SA 100 GENERACION ZONA PORTUGUESA Hidráulica Ge neración,25
DREVD01,UO RD 413,/2014,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD02,UO RD 413,/2014 SUP 1MW,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD05,VENTA CLI,MASTER,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD06,VENTA ZA,RZA SOLAR,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD07,VENTA FV,PILAR DE LA HORADADA,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD08,VENTA FV,BANYERES 1600,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD09,VENTA FV,BELINCHON,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD11,VENTA FV,CHINESTRA,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD12,VENTA FV,VILANOVA II,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD13,VENTA FV,MAS DE CATALA,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD14,VENTA FV,ALMANSA I,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD15,VENTA FV,ALMANSA II,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD16,VENTA FV,CONSELL,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD18,VENTA FV,TOBOSO I,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD19,VENTA FV,MARCHAL,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD20,VENTA FV,HORCAJO,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD21,VENTA FV,TERVALIS,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD22,VENTA FV,BENEIXAMA,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD23,VENTA FV,CALERA,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DREVD24,VENTA FV,TOBOSO II,FOENER ENE,"RGÍA,",S.L., 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,25
DTVD001,DTVD001,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD002,DTVD002,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD003,DTVD003,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD004,DTVD004,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD005,DTVD005,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD006,DTVD006,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD007,DTVD007,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD008,DTVD008,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD009,DTVD009,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD010,DTVD010,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD011,DTVD011,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD012,DTVD012,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD013,DTVD013,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD015,DTVD015,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD016,DTVD016,,MOEVE GAS,AND P,OWER,", S.A.U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",25
DTVD017,DTVD017,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD018,DTVD018,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD019,DTVD019,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD020,DTVD020,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD021,DTVD021,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD023,DTVD023,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD024,DTVD024,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD025,DTVD025,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD027,DTVD027,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD029,DTVD029,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD030,DTVD030,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD031,DTVD031,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD033,DTVD033,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD034,DTVD034,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD035,DTVD035,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD036,DTVD036,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD038,DTVD038,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD039,DTVD039,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD040,DTVD040,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD041,DTVD041,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD042,DTVD042,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD043,DTVD043,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD044,DTVD044,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD045,DTVD045,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD046,DTVD046,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD047,DTVD047,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD048,DTVD048,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD049,DTVD049,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD050,DTVD050,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD052,DTVD052,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD053,DTVD053,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD054,DTVD054,MOEVE,GAS,AND POWER,", S.A.U",100 GENERACION ZONA ESPAÑOLA RE Merca do Térmica no,26
DTVD056,DTVD056,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD058,DTVD058,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD059,DTVD059,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD060,DTVD060,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD061,DTVD061,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD063,DTVD063,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R",27
DTVD064,DTVD064,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD065,DTVD065,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD067,DTVD067,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD068,DTVD068,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",27
DTVD069,DTVD069,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD070,DTVD070,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD071,DTVD071,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD072,DTVD072,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD073,DTVD073,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica R",27
DTVD074,DTVD074,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DTVD075,DTVD075,,,MOEVE GAS,AND POW,"ER , S.A. U 100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n",27
DUER,UGH. DUERO,,,IBERDROLA,ENERGÍA,ES PAÑA S..A. 100 GENERACION ZONA ESPAÑOLA Hidráulica Ge neración,27
DXTVD01,AGRUPACION HIDR,O,1,DXT COMMO,DITIES SA,   100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,27
DXTVD02,AGRUPACION HIDR,O,2,DXT COMMO,DITIES SA,   100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,27
DXTVD03,AGRUPACION HIDR,O,3,DXT COMMO,DITIES SA,   100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,27
EAMVD02,GRAFENO,,,ELÉCTRICA,ANTONIO,"MA DRID, S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",27
EAMVD03,EAMVD03,,,ELÉCTRICA,ANTONIO,"MA DRID, S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",27
EAMVD04,EAMVD04,,,ELÉCTRICA,ANTONIO,"MA DRID, S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",27
EAMVD05,EAMVD05,,,ELÉCTRICA,ANTONIO,"MA DRID, S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",27
EAMVD06,EAMVD06,,,ELÉCTRICA,ANTONIO,"MA DRID, S.L. 100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto",27
EBLCVD1,EBL CLIENTES A TA,RI,FA,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Hidráulica,27
EBLCVD2,EBL CLIENTES REP,RE,SENTACIÓN,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,27
EBLCVD3,REPRESENTACION,E,OLICA 1,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
EBLCVD4,REPRESENTACION,E,OLICA 2,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
EBLCVD5,REPRESENTACÍON,P,V 50,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,27
EBLVD14,REPRESENTACION,E,OLICA 14,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
EBLVD15,REPRESENTACION,E,OLICA 15,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
EBLVD16,REPRESENTACION,E,OLICA 16,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
EBLVD17,REPRESENTACION,E,OLICA 17,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
EBLVD22,REPRESENTACION,E,OLICA 22,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
EBLVD24,REPRESENTACIÓN,E,ÓLICA 24,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
EBLVD25,REPRESENTACIÓN,E,ÓLICA 25,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
EBLVD32,REPRESENTACIÓN,P,V5,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Solar Foto,27
EBLVD35,REPRESENTACIÓN,E,ÓLICA 35,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
EBLVD36,REPRESENTACIÓN,E,ÓLICA 36,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
EBLVD39,REPRESENTACIÓN,T,ÉRMICA 5,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Térmica n,27
EBLVD40,REPRESENTACIÓN,E,ÓLICA 40,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
EBLVD41,REPRESENTACIÓN,E,ÓLICA 41,ENGIE ESPA,"ÑA,S.L.U",   100 GENERACION ZONA ESPAÑOLA RE Mercado Eólica,27
