codigo_de_uf,codigo_eic,descripcion_corta,descripcion_larga,tipo_de_produccion,vinculacion_con_sm,vinculacion_con_up,potencia_maxima_mw
ACAIX,18W000000000TVUZ,ACAIX,ACAIX,Solar fotovoltaica,GNRA,UPSON4,"2,0"
ACAMP,18WACAMP-12345-C,ACAMP,P.E. CAMPO ARIAS,Eólica terrestre,HC G,HCGSIHA,"48,0"
ACAMPOH,18WACAMPOH-123-1,ACAMPO,P.E. ACAMPO HOSPITAL,Eólica terrestre,ECYR,EEGPEM,"6,0"
ACAPC01,18W000000000MPRD,ACAPC01,ACAPC01,Consumos directos en mercado,ACAPE,ACAPC01,"0,8"
ACASIL1,18WPEALCASILL1-U,ACASIL1,P.E. ALTO CASILLAS I,Eólica terrestre,ECYR,EEGPEV,"30,0"
ACASIL2,18WPEALCASILL2-R,ACASIL2,P.E. ALTO CASILLAS II,Eólica terrestre,ECYR,EEGPES,"30,0"
ACC1,18WACC1-12345-AM,ACECA H 1,ACECA HIDRAULICA G1,Fluyente,IBEG,TAJO,"0,1"
ACC2,18WACC2-12345-AC,ACECA H 2,ACECA HIDRAULICA G2,Fluyente,IBEG,TAJO,"0,4"
ACC3,18WACC3-12345-A2,ACECA H 3,ACECA HIDRAULICA G3,Fluyente,IBEG,TAJO,"0,2"
ACE3,18WACE3-12345-CD,ACECA 3,C. C. GT ACECA3,Ciclo combinado,IBGT,ACE3,"386,0"
ACE4,18WACE4-12345-C3,ACECA4,ACECA4,Ciclo combinado,GNCC,ACE4,"372,6"
ACEBO,18WACEBO-1234-E1,ACEBO,P.E. SIERRA DEL ACEBO,Eólica terrestre,HC G,HCGSCSA,"17,8"
ACEGUAD,18WACEGUAD-123-1,ACEGUAD,ACEITERA GUADALQUIVIR,Gas natural cogeneración,GNRA,TLARODA,"8,2"
ACENC01,18W-ACENC01-7--5,ACENORCA,ACENORCA,Consumos directos en mercado,ACENO,ACENC01,"0,9"
ACHEC01,18W-ACHEC01-4--V,CHERA,CHERA,Comercializadores mercado libre,ACHER,ACHEC01,"1,4"
ACIBERO,18W000000000RXGS,ACIBERO,ACIBEROS,Eólica terrestre,WMARK,EACIBER,"33,6"
ACINF,18W000000000JJFU,ACINF,ACINF,Solar fotovoltaica,GNRA,UPEJO,"8,0"
ACNHC01,18W000000000OGAT,ACNHC01,UP COMPRA,Comercializadores mercado libre,ACENH,ACNHC01,"0,0"
ACOLLAR,18W000000000UEX2,ACOLLAR,UF SOLAR AZNALCOLLAR,Solar fotovoltaica,NEXU,FCOLLAR,"41,6"
ACOSC01,18W000000000VHBX,ACOSC01,ACOSC01,Comercializadores mercado libre,ACOST,ACOSC01,"0,1"
ACR1,18WACR1-12345-A5,AC.VEGA 1,ACERA DE LA VEGA 1,Fluyente,IBEG,DUER,"4,7"
ACR2,18WACR2-12345-AW,AC.VEGA 2,ACERA DE LA VEGA 2,Fluyente,IBEG,DUER,"4,7"
ACSOC01,18W0000000003SEW,ACSOL,ACSOL ENERGIA GLOBAL,Comercializadores mercado libre,ACSOL,ACSOC01,"0,1"
ACTIC01,18W000000000GPZL,ACTIC01UN1,ACTIVA UPROG COMER 1,Comercializadores mercado libre,ACTIV,ACTIC01,"100,0"
ACUADRA,18WACUADRA-12-EG,ACUADRA,P. E. ALABE CUADRAMÓN,Eólica terrestre,EGED,EFEGEL2,"18,7"
ACUAVIR,18WACUAVIR-123-A,ACUAVIR,C.H. PRESA DEL ARENOSO,Embalse,IGNIS,HACUAVI,"12,5"
ADEIC01,18W-ADEIC01-6--6,ADEINNOVA,ADEINNOVA ENERGIA S.L,Comercializadores mercado libre,ADEIN,ADEIC01,"0,5"
ADEIV01,18W000000000S4OL,FYNEXU,FYNEXU,Solar fotovoltaica,ADEIN,ADEIV01,"0,3"
ADELC01,18W-ADELC01-4--O,ADELFAS,ADELFAS,Comercializadores mercado libre,ADELF,ADELC01,"4,0"
ADRANO,18WADRANO-123-ER,ADRANO,P.E. DE ADRAÑO,Eólica terrestre,EGED,EADRAG,"21,6"
ADSEC01,18W-ADSEC01-5--H,ADSEC01,ADSEC01,Comercializadores mercado libre,ADSSM,ADSEC01,"16,0"
ADSNC01,18W000000000JZUQ,ADS,ADS SOLUTIONS,Comercializadores mercado libre,ADSEN,ADSNC01,"1,0"
ADURC01,18W-ADURC01-7--K,ADURC01,ADURC01,Comercializadores mercado libre,ADUR,ADURC01,"0,0"
ADXC01,18W000000000Q063,ADXC01,ADX RENOVABLES,Comercializadores mercado libre,ADXRA,ADXC01,"0,1"
AEIDG87,18WAEIDG87-12--B,AEIDG87,AEROGENERADOR G87,Eólica terrestre,WMARK,AEIDGEN,"2,0"
AEIDG90,18WAEIDG90-123-3,AEIDG90,AEROGENERADOR G90,Eólica terrestre,WMARK,AEIDGEN,"2,0"
AENEC01,18W-AENEC01-3--R,AVAENERC,AVALIA ENERGIA UP,Comercializadores mercado libre,AENER,AENEC01,"60,0"
AEQC01,18W000000000T27K,AEQ,AEQ COMER,Comercializadores mercado libre,AEQ,AEQC01,"1,0"
AEROGEN,18WAEROGEN-123-0,AEROGEN,18WAEROGEN-123-0,Eólica terrestre,EGLE,EENRES,"1,6"
AFAP,18WAFAP-123456-S,AFAP,TERMICA AFAP,Biomasa,EGLE,RAFAP,"7,8"
AFRICNA,18W000000000QV1V,AFRICNA,AFRICANAA,Solar térmica,GESTE,TAFRICA,"49,9"
AFRODI1,18W000000000SN9V,AFRODI1,PSF AFRODITA,Solar fotovoltaica,WMARK,FVAFROD,"40,8"
AG41AG,18W000000000OSRX,AG41AG,AG41AG,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
AGA1,18WAGA1-12345-AX,AGUILA 1,EL AGUILA 1,Fluyente,IBEG,EBRA,"0,2"
AGA2,18WAGA2-12345-AN,AGUILA 2,EL AGUILA 2,Fluyente,IBEG,EBRA,"0,2"
AGALGPA,18WAGALGPA-123-B,AGALGPA,18WAGALGPA-123-B,Biomasa,EGLE,ROLEIC,"5,3"
AGALMZ,18W000000000V32J,AGALMZ,AGALMZ,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
AGATC,18W000000000SIKO,AGATC,AGATC,Solar fotovoltaica,GNRA,UPAGA,"18,0"
AGBAENA,18WAGBAENA-123-X,AGBAENA,AGROENERGÉTICA DE BAENA,Biomasa,EGLE,ROLEIC,"20,0"
AGBARS,18W000000000TRY2,AGBARS,AGBARS,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
AGBTC,18W000000000SIS8,AGBTC,AGBTC,Solar fotovoltaica,GNRA,UPAGB,"22,0"
AGEAG,18W000000000O6RP,AGEAG,AGEAG,Solar fotovoltaica,GNRA,UPAGE,"4,5"
AGENC01,18WAGENC01UF---E,AGENC01,AGUAS BARBASTRO ENERGÍA COMPRA,Comercializadores mercado libre,ABESL,AGENC01,"9,0"
AGENORR,18W000000000QR8T,AGENR,AGNORR,Solar fotovoltaica,GNRA,FAGENOR,"40,0"
AGESRAD,18W000000000V25G,AGESRAD,AGESRAD,Comercializadores mercado libre,ENEFI,ENEIR01,"1,0"
AGL1,18WAGL1-12345-AN,AGUILAR 1,AGUILAR 1,Embalse,REPSB,VIES,"4,9"
AGL2,18WAGL2-12345-AD,AGUILAR 2,AGUILAR 2,Embalse,REPSB,VIES,"4,9"
AGM1,18WAGM1-12345-AC,AIGUAMOIX,AIGUAMOIX,Embalse,ENDG,EBRFEN,"31,5"
AGMAC01,18W-AGMAC01-3--E,AGMARQUES,AGMARQUES,Consumos directos en mercado,AGMA,AGMAC01,"0,5"
AGON2,18W000000000RPM3,AGON2,AGON2,Eólica terrestre,CEG,EAGON2,"9,0"
AGREDA,18WAGREDA-1234-K,AGREDA,18WAGREDA-1234-K,Eólica terrestre,ECYR,EREGPEM,"18,0"
AGRIC01,18W-AGRIC01-1--B,AGRIC01,AGRIC01,Comercializadores mercado libre,AGREN,AGRIC01,"0,0"
AGROBO1,18W000000000QMYT,AGROBO1,UF SOLAR ALGARROBO I,Solar fotovoltaica,NEXU,FAGROB1,"1,8"
AGROBO2,18W000000000QMZR,AGROBO2,UF SOLAR ALGARROBO II,Solar fotovoltaica,NEXU,FAGROB2,"1,8"
AGROBO3,18W000000000QN0K,AGROBO3,UF SOLAR ALGARROBO III,Solar fotovoltaica,NEXU,FAGROB3,"1,7"
AGRSRAD,18W000000000TRUA,AGRSRAD,AGRSRAD,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
AGU1,18WAGU1-12345-FP,AGUAYO 1 G,AGUAYO GR.1 GENERACION,Turbinación bombeo,REPSB,AGUG,"90,0"
AGU1B,18WAGU1B-12345-6,AGUAYO 1 B,AGUAYO GR.1 BOMBEO,Consumo bombeo,REPSB,AGUB,"90,0"
AGU2,18WAGU2-12345-FF,AGUAYO 2 G,AGUAYO GR.2 GENERACION,Turbinación bombeo,REPSB,AGUG,"89,2"
AGU2B,18WAGU2B-12345-X,AGUAYO 2 B,AGUAYO GR.2 BOMBEO,Consumo bombeo,REPSB,AGUB,"90,0"
AGU3,18WAGU3-12345-F5,AGUAYO 3 G,AGUAYO GR.3 GENERACION,Turbinación bombeo,REPSB,AGUG,"90,5"
AGU3B,18WAGU3B-12345-N,AGUAYO 3 B,AGUAYO GR.3 BOMBEO,Consumo bombeo,REPSB,AGUB,"90,0"
AGU4,18WAGU4-12345-FW,AGUAYO 4 G,AGUAYO GR.4 GENERACION,Turbinación bombeo,REPSB,AGUG,"90,7"
AGU4B,18WAGU4B-12345-D,AGUAYO 4 B,AGUAYO GR.4 BOMBEO,Consumo bombeo,REPSB,AGUB,"90,0"
AGUALLA,18WAGUALLA-12-EI,AGUALLA,AGUALLA,Eólica terrestre,EGED,EGREEN,"36,8"
AGUDO,18W000000000OA3O,AGUDO,UF SOLAR AGUDO,Solar fotovoltaica,NEXU,FAGUDO,"1,0"
AGUERAS,18W000000000T9TT,AGUERAS,AGUERAS,Hidráulica - No UGH,DETIC,HYAGUER,"2,9"
AGUILA,18WAGUILA-123-E8,AGUILA,AGUILA,Híbrida Renovable,NEXU,EHIBAGI,"28,8"
AGUILAR,18WAGUILAR-12-EI,AGUILAR,AGUILAR,Eólica terrestre,EGED,EGREEN,"100,0"
AGUILI,18W000000000MHKE,AGUILI,AGUILI,Híbrida Renovable,NEXU,EHIBAGL,"46,7"
AGUILON,18WSANCRAGUILONK,AGUILON,P.E. SAN CRISTOBAL DE AGUILON,Eólica terrestre,ECYR,EREGPES,"50,0"
AGUIR,18W000000000QY2K,AGUIR,AGUIR,Solar fotovoltaica,GNRA,FVGNRA,"51,7"
AGURDA,18W000000000V44C,AGURDA,AGURDA,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
AGV1,18WAGV1-12345-AO,AGAVANZA 1,NTRA. Sª AGAVANZAL 1,Embalse,IBEG,DUER,"11,2"
AGV2,18WAGV2-12345-AE,AGAVANZA 2,NTRA. Sª AGAVANZAL 2,Embalse,IBEG,DUER,"11,3"
AGV3,18WAGV3-12345-A4,AGAVANZA 3,NTRA. Sª AGAVANZAL 3,Embalse,IBEG,DUER,"1,5"
AHORC01,18W000000000P1SY,AHORA PEN,PENINSULA,Comercializadores mercado libre,ALENE,AHORC01,"10,0"
AHTC01,18W000000000SS6M,AHTC01,COMPRA COMERCIALIZADORA,Comercializadores mercado libre,COMED,AHTC01,"1,0"
AI83CB,18W000000000TYRW,AI83CB,AI83CB,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
AIADHES,18W000000000OGHF,AIADHES,AIADHES,Gas natural cogeneración,DETIC,COGAIAD,"1,0"
AIBAR,18WAIBAR-1234-EJ,AIBAR,AIBAR,Eólica terrestre,EGED,EGREEN,"36,8"
AIELO,18W000000000P2M6,AIELO,UF SOLAR AIELO,Solar fotovoltaica,NEXU,FAIELO,"1,5"
AIRAS,18W000000000SRLW,PE AIRAS,PE AIRAS,Eólica terrestre,SHEEN,SHEPV34,"23,3"
AIREC01,18W000000000D8YC,AIREL,COMERCIALIZADORES,Comercializadores mercado libre,AIREL,AIREC01,"1,0"
AIREV01,18W000000000HFI7,AIREV01,AIREV01,Solar fotovoltaica,AIREL,AIREV01,"7,2"
AITGN,18W000000000MBE7,AITGN,AITGN,Solar fotovoltaica,GNRA,HABGN,"42,2"
AITONA,18W000000000QCVS,AITONA,AITONA,Fluyente,EGED,HESEGRE,"4,8"
AIZEC01,18W000000000RD09,UP AIZEN,UPROGRAMACIN AIZEN,Comercializadores mercado libre,AIZEE,AIZEC01,"0,1"
AIZKIB,18WAIZKIB-123-E2,AIZKIB,AIZKIB,Eólica terrestre,EGED,EGREEN,"12,0"
AJENC01,18W000000000RVIU,AJENC01,ESAJENEUP,Comercializadores mercado libre,AJENE,AJENC01,"0,0"
AL11,18WAL11-12345-AZ,ALDEA I G1,ALDEADAVILA I 1,Embalse,IBEG,DUER,"132,9"
AL12,18WAL12-12345-AP,ALDEA I G2,ALDEADAVILA I 2,Embalse,IBEG,DUER,"132,7"
AL13,18WAL13-12345-AF,ALDEA I G3,ALDEADAVILA I 3,Embalse,IBEG,DUER,"133,0"
AL14,18WAL14-12345-A5,ALDEA I G4,ALDEADAVILA I 4,Embalse,IBEG,DUER,"133,1"
AL15,18WAL15-12345-AW,ALDEA I G5,ALDEADAVILA I 5,Embalse,IBEG,DUER,"131,8"
AL16,18WAL16-12345-AM,ALDEA I G6,ALDEADAVILA I 6,Embalse,IBEG,DUER,"134,3"
AL21,18WAL21-12345-AO,ALDEA IIG1,ALDEADAVILA II GR.1 GENERAC.,Embalse,IBEG,DUER,"216,2"
AL21B,18WAL21B-12345-W,ALDEA IIB1,ALDEADAVILA II GR.1 BOMBEO,Consumo bombeo,IBEG,DUEB,"200,0"
AL22,18WAL22-12345-AE,ALDEA IIG2,ALDEADAVILA II GR.2 GENERAC.,Embalse,IBEG,DUER,"212,2"
AL22B,18WAL22B-12345-M,ALDEA IIB2,ALDEADAVILA II GR.2 BOMBEO,Consumo bombeo,IBEG,DUEB,"200,0"
AL83AL,18W000000000OSL8,AL83AL,AL83AL,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
AL83AM,18W000000000OSM6,AL83AM,AL83AM,Comercializadores mercado libre,FORTI,FORTR01,"1,0"
ALABRA,18WALABRA-123--T,ALABRA,ALABRA,Eólica terrestre,EGED,EGREEN,"18,7"
ALACON,18W000000000F63Z,ALACON,PE ALACON,Eólica terrestre,ECYR,EEGPEV,"39,9"
ALAHC01,18W000000000PRVO,UP_HALAHUR,UP_HALAHURIN,Comercializadores mercado libre,ALAHU,ALAHC01,"0,1"
ALAIX,18W000000000TV2H,ALAIX,ALAIX,Solar fotovoltaica,GNRA,UPSON2,"8,0"
ALAIZ,18WALAIZ-1234-ER,ALAIZ,ALAIZ,Eólica terrestre,EGED,EGREEN,"33,1"
ALAMAK,18W000000000RGG5,ALAMAK,UF SOLAR ALAMAK,Solar fotovoltaica,NEXU,FVALMK,"19,1"
ALAMILL,18W000000000R6X1,ALAMILL,UF SOLAR ALAMILLA,Solar fotovoltaica,NEXU,FALAMIL,"2,4"
ALAMO,18W000000000PA5G,ALAMO,FV ALAMO,Solar fotovoltaica,CEG,FVALAMO,"15,0"
ALAMOFW,18WALAMOFW-123-H,ALAMOFW,UF FUENTE ALAMO III FW,Solar fotovoltaica,GNRA,FFATFW,"9,6"
ALARCO,18WALARCO-1234-P,ALARCO,C.H. EN ALARCON,Embalse,IBGES,HFIBGES,"15,8"
ALARCOS,18W000000000I2MY,PV ALARCOS,PV ALARCOS,Solar fotovoltaica,ADXRE,ALARCOS,"45,0"
ALARCS,18W000000000GEP0,ALARCOS,FV ALARCOS,Solar fotovoltaica,NEXU,FALARCO,"43,7"
ALASE,18W000000000O6OV,ALASE,ALASE,Solar fotovoltaica,GNRA,FVGNRA,"1,5"
ALB1,18WALB1-12345--L,ALBARELLOS,ALBARELLOS,Embalse,GNFG,UFMI,"67,6"
ALBA1,18W000000000Q2SR,ALBA1,ALBA1,Solar fotovoltaica,CEG,FYALBA1,"5,2"
ALBA2,18W000000000Q2UN,ALBA2,ALBA2,Solar fotovoltaica,CEG,FYALBA2,"4,7"
ALBACET,18W000000000TFAC,ALBACET,GENERACIN BIOGAS ALBACETE,Biogás,EGLE,RPREZO,"1,0"
ALBAR,18W000000000IDI9,ALBAR,ALBAR,Solar fotovoltaica,GNRA,UPSDAF,"2,0"
ALBCC01,18W0000000005T60,ALBCOUP,ALBCO_UNIDAD DE PROGRAMACION,Comercializadores mercado libre,ALBCO,ALBCC01,"520,0"
ALBEI,18W000000000N0LM,ALBEI,ALBERIZAS I,Solar fotovoltaica,ADXRE,FAUDAX,"4,4"
ALBEII,18W000000000N0MK,ALBEII,ALBERIZAS II,Solar fotovoltaica,ADXRE,FAUDAX,"4,4"
ALBEIII,18W000000000N0KO,ALBEIII,ALBERIZAS III,Solar fotovoltaica,ADXRE,FAUDAX,"4,4"
ALBEIV,18W000000000N0NI,ALBEIV,ALBERIZAS IV,Solar fotovoltaica,ADXRE,FAUDAX,"4,4"
ALBETA1,18W000000000RXVZ,ALBETA1,UF SOLAR ALBETA 1,Solar fotovoltaica,NEXU,FALBET1,"1,9"
ALBETA2,18W000000000RXXV,ALBETA2,UF SOLAR ALBETA 2,Solar fotovoltaica,NEXU,FALBET2,"1,9"
ALBFW,18W000000000QZ93,ALBFW,ALBFW,Solar fotovoltaica,GNRA,FVGNRA,"1,2"
ALBUREJ,18WALBUREJ-123-Z,ALBUREJ,PARQUE EÓLICO ALBUREJOS,Eólica terrestre,IBGES,EHIBGES,"10,0"
ALC1,18WALC1-12345-AP,ALCALA J 1,ALCALA DEL JUCAR 1,Fluyente,BARER,BERJUCA,"0,5"
ALC2,18WALC2-12345-AF,ALCALA J 2,ALCALA DEL JUCAR 2,Fluyente,BARER,BERJUCA,"0,5"
ALCAC01,18W-ALCAC01-8--2,ALCAC01,ALCAC01,Comercializadores mercado libre,ALCAN,ALCAC01,"2,0"
ALCANAD,18WALCANAD-123-1,ALCANAD,C.H. ALCANADRE,Fluyente,EGED,HFEGED,"1,2"
ALCARA1,18WALCARA1-12-EV,ALCARA1,ALCARA1,Eólica terrestre,IBGES,ERRIBGE,"6,8"
ALCARA2,18WALCARA2-12-EO,ALCARA2,P.E. DE ALCARAMA II,Eólica terrestre,IBGES,ERRIBGE,"45,0"
ALCARDE,18W000000000U1V8,FV ALCARDE,UF AGRUPACION 4500211441ET,Solar fotovoltaica,INTRA,INTRE02,"2,0"
ALCARRA,18WALCARRA-123-Z,ALCARRA,PLANTA DE PURINS D'ALCARRAS,Gas natural cogeneración,FUTGR,TIGALC,"14,6"
ALCASUR,18W000000000P261,ALCSUR,ALCALSUR,Solar fotovoltaica,GESTE,FALCSUR,"4,7"
ALCAZ1,18W000000000G1VR,ALCAZ1,ALCAZAR I,Solar fotovoltaica,GALP,GALPS2,"36,0"
ALCAZA2,18W000000000U87Z,ALCAZARES2,ALCAZARES SOLAR 2020,Solar fotovoltaica,ELEIA,ALCAZA2,"1,7"
ALCB,18WALCB-12345--L,ALCOBA,ALCOBA,Embalse,GNFG,UFGC,"7,7"
ALCNCH,18W000000000SQNV,ALCNCH,UF SOLAR ALCONCHEL,Solar fotovoltaica,NEXU,FALCNCH,"6,4"
ALCNORT,18W000000000P245,ALCALNR,ALCALNORTE,Solar fotovoltaica,GESTE,FALCNOR,"4,7"
ALCOAS,18W000000000TRZ0,ALCOAS,ALCOAS,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
ALCOLEA,18WALCOLEA-123-G,ALCOLEA,18WALCOLEA-123-G,Fluyente,EGLE,HALCOL,"2,6"
ALCON1,18W000000000QF7U,ALCON1,UF SOLAR FV ALCON1,Solar fotovoltaica,NEXU,FALCON1,"23,1"
ALCONCH,18W000000000L17I,ALCONCHEL,UF ALCONCHEL,Solar fotovoltaica,EBLCO,FALCONC,"10,0"
ALCORE,18W000000000GEVP,ALCORE,UF FV ALCORE,Solar fotovoltaica,NEXU,FALCORE,"33,2"
ALCORES,18W000000000UIHM,ALCORES,ALCORES ALCALA,Solar fotovoltaica,EGLE,FALCOR,"4,5"
ALDDC01,18W000000000PPP5,ALDDC01,COMPRA ALDERAAN,Comercializadores mercado libre,ALDEC,ALDDC01,"1,0"
ALDEA,18W000000000SNM5,ALDEA,ALDEA,Solar fotovoltaica,GNRA,UPALDEA,"4,8"
ALDEC0F,18W000000000QWU7,ALDEC01,COMPRA COMERCIALIZADORA,Comercializadores mercado libre,ALDEF,ALDEC01,"1,0"
ALDEH,18WALDEH-1234-AJ,ALDEH,P.E: ALDEHUELAS,Eólica terrestre,HISPE,ALDEHU,"47,2"
ALDENG,18W000000000SG1V,ALDENG,ALDEBARAN,Biomasa,PULSA,RALDENG,"6,0"
ALDEVIE,18WALDEVIE-12-EB,ALDEVIE,P. E. ALDEAVIEJA,Eólica terrestre,ECYR,EEGPEM,"24,0"
ALDIX,18W000000000TTGW,ALDIX,ALDIX,Solar fotovoltaica,GNRA,UPSON3,"1,8"
ALDRC01,18W-ALDRC01-1--F,ALDRO ENER,ALDRO ENER,Comercializadores mercado libre,ALDRO,ALDRC01,"70,0"
ALDRV01,18W000000000E07C,ALDRV01,ALDRO REPRESENTACION,Solar fotovoltaica,ALDRO,ALDRV01,"1,8"
ALEACU,18W000000000V34F,ALEACU,ALEACU,Comercializadores mercado libre,ENDCO,ENDER01,"1,0"
ALENTIS,18WALENTIS-123-X,ALENTIS,ALENTISQUE,Eólica terrestre,EBLCO,EALENTI,"46,0"
ALESTE,18WALESTE-123-EV,ALESTE,ALESTE,Eólica terrestre,EGED,EFEGEL2,"14,2"
ALFRV1,18W000000000SY3A,ALFRV1,ALFRV1,Solar fotovoltaica,GNRA,UPALC1,"43,2"
ALFRV2,18W000000000SY48,ALFRV2,ALFRV2,Solar fotovoltaica,GNRA,UPALC2,"27,1"
ALG3TG1,18WALG3TG1-123-9,ALG3TG1,CCTG ALGECIRAS TG1,Ciclo combinado,REPSB,ALG3,"282,4"
ALG3TG2,18WALG3TG2-123-2,ALG3TG2,CCTG ALGECIRAS TG2,Ciclo combinado,REPSB,ALG3,"279,6"
ALG3TV1,18WALG3TV1-123-0,ALG3TV1,CCTG ALGECIRAS TV,Vapor,REPSB,ALG3,"258,5"
ALGICA1,18W-ALGICA1-9--1,ALGICA1,ALGICA1,Comercializadores mercado libre,COALG,ALGICA1,"10,5"
ALHAM,18WALHAM-1234--T,ALHAM,FALHAM,Solar fotovoltaica,GNRA,ALHAM,"5,8"
ALHAMB,18WALHAMB-123-E6,ALHAMB,P.E. ALHAMBRA,Eólica terrestre,EGED,EGREEN1,"34,0"
ALHEN1,18W000000000ROHG,UFALHENDI1,UF FV ALHENDIN I,Solar fotovoltaica,IGNIS,BAYWA1,"36,7"
ALHEN2,18W000000000ROIE,ALHENDIN2,UF FV ALHENDIN II,Solar fotovoltaica,IGNIS,UPBAYWA,"4,0"
ALHEN3,18W000000000ROJC,ALHENDIN3,UF FV ALHENDIN III,Solar fotovoltaica,IGNIS,BAYWA3,"4,3"
ALHUELA,18W000000000P2CQ,ALHUELA,ALDEHUELA,Fluyente,EGLE,HRPI,"1,4"
ALIAGAR,18W000000000LCOP,ALIAGAR,FV EL ALIAGAR 2 FASE 2,Solar fotovoltaica,WMARK,FALIAGA,"45,0"
ALIJAR,18WALIJAR-123-EX,ALIJAR,P.E. ALIJAR,Eólica terrestre,EGED,EGREEN1,"24,0"
ALIJAR2,18W000000000GAEY,ALIJAR2,ALIJAR2,Eólica terrestre,SEDAE,EALIJA2,"28,8"
ALIOC01,18W000000000Q0GK,ALIOC01,COMPRA ALIO,Comercializadores mercado libre,ALIOE,ALIOC01,"1,0"
ALIWIN,18W000000000L9CL,ALIWIN,UF SOLAR ALIWIN,Solar fotovoltaica,NEXU,FALIWN,"19,9"
ALIZAR,18W000000000MELL,ALIZARSUN,ALIZARSUN,Solar fotovoltaica,HISPE,FALIZAR,"41,5"
ALJORA,18W000000000GEYJ,ALJORRA,FV ALJORRA,Solar fotovoltaica,NEXU,FALJORR,"27,1"
ALLIUM,18W000000000UTWX,ALLIUM,UF SOLAR ALLIUM,Solar fotovoltaica,NEXU,FALLIUM,"2,5"
ALLUEVA,18W000000000F5XF,PE ALLUEVA,PE ALLUEVA,Eólica terrestre,ECYR,EEGPEV,"25,2"
ALM1,18WALM1-12345-AQ,ALMOGUER 1,ALMOGUERA 1,Embalse,GNFG,UFTA,"2,5"
ALM2,18WALM2-12345-AG,ALMOGUER 2,ALMOGUERA 2,Embalse,GNFG,UFTA,"2,7"
ALM3,18WALM3-12345-A6,ALMOGUER 3,ALMOGUERA 3,Embalse,GNFG,UFTA,"2,8"
ALMAC01,18W-ALMAC01-7--H,ALUM MAEST,ALUMINIOS DEL MAESTRE,Consumos directos en mercado,ALMAE,ALMAC01,"29,2"
ALMANDO,18WALMANDO-123-C,ALMANDO,C.H. ALMANDOZ,Fluyente,EGED,HFEGED,"2,9"
ALMANS2,18W000000000SMDQ,ALMANSA II,FV ALMANSA II,Solar fotovoltaica,DREUA,FDREU14,"2,6"
ALMANSA,18W000000000SMBU,ALMANSA I,FV ALMANSA I,Solar fotovoltaica,DREUA,FDREU13,"4,6"
ALMAREN,18WPE-ALMAREN--4,ALMAREN,P.E.ALMAREN UNIFICADO,Eólica terrestre,ECYR,EREGPEM,"11,9"
ALMAZ1,18W000000000NEVY,ALMAZ1,FV ALMARAZ 1,Solar fotovoltaica,IBGES,FIIBGES,"40,4"
ALMEND1,18WALMEND1-123-M,ALMEND1,P.E. LOS ALMENDROS I,Eólica terrestre,IBGES,EHIBGES,"20,0"
ALMENDA,18WALMENDA-12-EF,ALMENDA,P. E. ALMENDARACHE,Eólica terrestre,NEXU,EWIESRB,"21,0"
ALMENDR,18WALMENDR-123-P,ALMENDR,P.E. LOS ALMENDROS II,Eólica terrestre,IBGES,EHIBGES,"28,0"
ALMERIQ,18WJ-ALMERIQUESF,ALMERIQ,P.E. LOS ALMERIQUES,Eólica terrestre,NEXU,EALMERI,"27,5"
ALMNDRO,18W000000000MGWU,ALMNDRO,UF EOLICA ALMENDRO,Eólica terrestre,GNCO,EGASN2U,"43,5"
ALMNSA,18W000000000GETT,ALMANSA,UF FV ALMANSA,Solar fotovoltaica,NEXU,FALMANS,"45,1"
ALMO1,18W000000000T65C,ALMO1,ALMO1,Solar fotovoltaica,CEG,FALMO1,"38,2"
ALMODOV,18WALMODOV-12-ET,ALMODOVAR,P. E. ALMODOVAR,Eólica terrestre,EGED,EGREEN,"12,8"
ALMOF,18W000000000D4N9,ALMOFREI,AMOFREI,Fluyente,GNRA,HFGNRA,"1,2"
ALMON2,18W000000000VGKI,ALMON2,ALMON2,Solar fotovoltaica,GNRA,UPALMON,"4,7"
ALMONOR,18WALMONOR-12-E4,ALMONOR,P. E. ALABE MONTEMAYOR NORTE,Eólica terrestre,EGED,EFEGEL1,"21,0"
ALMORET,18W000000000IA81,ALMORET,ALMORET,Solar fotovoltaica,WMARK,FAMORET,"10,0"
ALMOSUR,18WALMOSUR-12-EM,ALMOSUR,ALABE-MONTEMAYOR SUR,Eólica terrestre,EGED,EFEGEL1,"12,7"
ALMOVAR,18W000000000U34J,ALMOVAR,UFI SOLAR ALMODOVAR,Solar fotovoltaica,NEXU,FALMVAR,"14,0"
ALMVRIO,18W000000000U33L,ALMVRIO,UFI SOLAR ALMODOVAR RIO,Solar fotovoltaica,NEXU,FALMRIO,"20,0"
ALMZ2,18W000000000N9H3,ALMZ2,FV ALMARAZ 2,Solar fotovoltaica,IBGES,FIIBGES,"24,8"
ALNERA,18W000000000LEW3,ALNERA,UF ALCONERA,Solar fotovoltaica,NEXU,FALNERA,"7,2"
