codigo_de_up,descripcion_corta,descripcion_larga,codigo_eic,tipo_de_produccion,negocio,ambito_de_actuacion,zona_de_regulacion,tipo_de_up,sujeto_del_mercado,potencia_maxima_mw
FSPV10,FSPV10,UP WATT DEVELOPMENT SPV 10 SL,18W000000000RNVS,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"30,8"
FSPV3,FSPV3,UP WATT DEVELOPMENT SPV 3 SL,18W000000000RNXO,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"17,0"
FSRRANA,FSRRANA,UP LA SERRANA,18W000000000M05L,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"5,4"
FSTATON,FSTATON,UP SOLAR STATION,18W000000000SSJX,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"3,0"
FSTOMAS,FSTOMAS,UP SOLAR ST TOMAS,18W000000000QKB7,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"17,2"
FSUNO1,FSUNO1,FV SUNO 1,18W000000000U1RG,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"15,9"
FSUNO2,FSUNO2,FV SUNO 2,18W000000000U1TC,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"10,0"
FSUNRIS,FSUNRIS,UP SOLAR SUNRISE,18W000000000UVR0,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,0"
FSUNZAF,FSUNZAF,18W000000000UTA3,18W000000000UTA3,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"3,8"
FT10150,FT10150,FT10150,18W000000000UHWW,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"29,6"
FTABRNS,TABRNAS,TABERNASII,18W000000000NKNW,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"41,6"
FTALAR1,FTALAR1,UP FV TALARRUBIAS I,18W000000000G252,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"34,3"
FTALAR2,FTALAR2,UP FV TALARRUBIASII,18W000000000G260,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"34,3"
FTALARR,FTALARR,F TALARRUBIAS,18WFTALARR-123-5,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"1,9"
FTALAYA,FTALAYA,FTALAYA,18W000000000UJN7,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"1,2"
FTALEGA,FTALEGA,FTALEGA,18W000000000ROBS,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"1,6"
FTALIA1,FTALIA1,FTALIA1,18W000000000TH2M,Solar fotovoltaica,Venta,España,SZR,Generación,ATENC,"5,1"
FTALIA2,FTALIA2,FTALIA2,18W000000000TH3K,Solar fotovoltaica,Venta,España,SZR,Generación,ATENC,"7,8"
FTALTOS,FTALTOS,FTALTOS,18W000000000SD13,Solar fotovoltaica,Venta,España,SZR,Generación,DETIC,"1,8"
FTALYEL,TALYELA,TALAYUELAS2,18W000000000PWRH,Solar fotovoltaica,Venta,España,GST1 ,Generación,GESTE,"44,0"
FTARACN,TARC,TARANA,18W000000000QIH1,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"6,6"
FTARACS,TARACS,TARACNS,18W000000000QIKW,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"5,1"
FTASOL,FTASOL,UP TALASOL SOLAR SL,18W000000000MOY2,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"243,9"
FTAUSTE,FTAUSTE,UP SOLAR TAUSTE,18W000000000SZAU,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,9"
FTE4148,FTE4148,FTE4148,18W000000000UHZQ,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"40,0"
FTE9156,FTE9156,FTE9156,18W000000000UI1H,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"29,6"
FTEBAR,FTEBAR,UP SOLAR TEBAR,18W000000000SZBS,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,0"
FTERC01,FORESTA,FORESTA TERRENOS SL,18WFTERC01-123-M,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,FORTE,"0,8"
FTERRER,FTERRER,UP SOLAR TERRER,18W000000000TGB7,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"107,5"
FTFAPRO,TFAPRO,TARIFA>10 FV VALDECABALLEROS,18WFTFAPRO-123-K,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"10,0"
FTINJR1,FTINJR1,UP SOLAR TINAJEROS 1,18W000000000R58H,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"5,0"
FTINJR2,FTINJR2,UP SOLAR TINAJEROS 2,18W000000000R59F,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"5,0"
FTIT151,FTIT151,FTIT151,18W000000000UDV9,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"40,0"
FTLAYL1,FTLAYL1,UP SOLAR TALAYUELA 1,18W000000000R9IM,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"5,0"
FTLAYL2,FTLAYL2,UP SOLAR TALAYUELA 2,18W000000000R9JK,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"5,0"
FTO1PSP,FTO1PSP,FTO1PSP,18W000000000UI4B,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"24,9"
FTO2101,FTO2101,FTO2101,18W000000000UICW,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"40,0"
FTOMI,FTOMI,EL TOMILLAR,18W000000000RM3D,Solar fotovoltaica,Venta,España,REPSOL ,Generación,REPSB,"13,0"
FTOR3LE,FTOR3LE,FTOR3LE,18W000000000UA4Z,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"11,5"
FTORDE1,TORDE,TORDESILLS,18W000000000LCRJ,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"34,3"
FTORIJ2,TORIJ,TORIJA2,18W000000000G7PL,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"4,7"
FTORIJ3,TJ3,TRJA3,18W000000000IRUH,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"4,7"
FTORIJ4,TRJ4,TORIJA4,18W000000000KSPG,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"4,7"
FTORRIJ,TOR,TORRIJOS EW,18W000000000PKPK,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"42,5"
FTORRJ,TORRIJOS,UP SF ELAWAN TORRIJOS,18W000000000MBAF,Solar fotovoltaica,Venta,España,IGR ,Generación,IGNIS,"30,0"
FTORTA1,FTORTA1,UP SOLAR BRAZATORTAS 1,18W000000000V0IX,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"55,2"
FTOTANA,FTOTANA,UP SOLAR TOTANA,18W000000000RN56,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"4,5"
FTRDESI,FTRDESI,UP FTRDESI,18W000000000L9OY,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"9,9"
FTREVAG,FTREVAG,FTREVAGO Y FTREVEU PPA,18W000000000SH0U,Solar fotovoltaica,Venta,España,END ,Generación,ECYR,"59,9"
FTRI,FTRI,FTRILLO,18W000000000S76B,Solar fotovoltaica,Venta,España,SZR,Generación,REPSB,"170,0"
FTRUCHA,FTRUCHA,UP SOLAR TRUCHA,18W000000000RISC,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"33,0"
FTUC132,FTUC132,FTUC132,18W000000000TKMA,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"30,0"
FTULC01,FORTU PEN,FORTULUZ PENINSULAR,18WFTULC01-123-H,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,FORTU,"1,0"
FTURBIN,FTURBIN,UP SOLAR TURBINTO,18W000000000QMT2,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,0"
FTURRON,FTURRON,UP SOLAR TURRONEROS,18W000000000LPY3,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"42,2"
FTZNETA,FTZNETA,UP SOLAR ATZENETA,18W000000000T33P,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,5"
FULCONA,FULCONA,UP SOLAR ULLDECONA,18W000000000SU9A,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,0"
FUNVC01,FUNVC01,FEUNTEVAQUEROSGRA,18W000000000TOVH,Consumos directos en mercado,Compra,España,SZR,Consum. directos a mercado,NENAP,"0,6"
FURSAMA,URSA,URSAMAIOR,18W000000000NDQA,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"42,5"
FUSEC01,COM-PEN,COMERCIALIZADORA PENINSULA,18W000000000T2UB,Comercializadores mercado libre,Compra,España,SZR,Comercializadores,FUSEE,"0,5"
FUTETEM,FUTETEM,FOTOVOLTAICA UTETEM,18WFUTETEM-123-7,Solar fotovoltaica,Venta,España,SZR,Generación,EGED,"0,2"
FV_RETA,FV_RETAMAR,DESARROLLO PROYECTO FOTOVOLTAICO I,18W000000000SJHR,Solar fotovoltaica,Venta,España,SZR,Generación,ELEIA,"3,0"
FVAFROD,FVAFROD,PSF AFRODITA,18W000000000SN52,Solar fotovoltaica,Venta,España,SZR,Generación,WMARK,"40,8"
FVAHP,FVAHP,FVAHP,18W000000000V5CU,Solar fotovoltaica,Venta,España,SZR,Generación,ACENH,"0,2"
FVAL102,FVAL102,FVAL102,18W000000000U9RT,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"24,9"
FVALAMO,FVALAMO,FV ALAMO,18W000000000PA4I,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"15,0"
FVALCAI,FVALCAII,FV LOS ALCAZARES II,18W000000000TE4R,Solar fotovoltaica,Venta,España,WM1 ,Generación,WMARK,"2,0"
FVALCAR,FVALCAR,FVALCAR,18W000000000U88X,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"30,0"
FVALCAZ,FVALCAZI,FV LOS ALCAZARES I,18W000000000TE5P,Solar fotovoltaica,Venta,España,WM1 ,Generación,WMARK,"4,7"
FVALD1,FVALD1,FVALD1,18W000000000SDQR,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"3,8"
FVALD2,FVALD2,FVALD2,18W000000000SDSN,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"5,0"
FVALDES,VALDESOLAR,VALDESOLAR,18W000000000L44F,Solar fotovoltaica,Venta,España,REPSOL ,Generación,REPSB,"206,2"
FVALENT,FVALENT,UP SOLAR ELS VALENTINS,18W000000000TNSQ,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"9,0"
FVALFW,VALFW,VALFW,18WFVALFW-1234-V,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"10,0"
FVALLKA,FVALLKA,FVALLKA,18W000000000QRCL,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"1,2"
FVALLOB,FVALLOB,UP SOLAR VALLOBAR,18W000000000RT1X,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"40,0"
FVALMK,FV ALAMAK,UP SOLAR ALAMAK,18W000000000RGF7,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"19,1"
FVALT01,FVRIOSEQNO,FV RIOSEQUINO ALTANO,18W000000000V9TL,Solar fotovoltaica,Venta,España,SZR,Generación,INTRA,"49,9"
FVALTA,FVALTA,18W000000000UGNG,18W000000000UGNG,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"38,9"
FVALYA,FV ALYA,UP SOLAR ALYA,18W000000000RGDB,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"41,0"
FVANUBI,FVANUBI,PSF ANUBIS,18W000000000SN36,Solar fotovoltaica,Venta,España,SZR,Generación,WMARK,"40,8"
FVARBO,ARBOTANTE ,ARBOTANTE SOLAR,18W000000000SBRV,Solar fotovoltaica,Venta,España,SZR,Generación,TOTGA,"45,0"
FVASIE5,FVASIE5MW,FV MAYOR - IGUAL 5MW,18W000000000P38V,Solar fotovoltaica,Venta,España,SZR,Generación,ASIE,"41,2"
FVBOCHI,FVBOCHI,FV BOCH I,18W000000000VF96,Solar fotovoltaica,Venta,España,SZR,Generación,WMARK,"8,0"
FVBOTOA,FVBOTOA,VEGA DE BOTOA,18WFVBOTOA-123-N,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"2,5"
FVCALAM,FV CALAMOC,FV CALAMOCHA I,18W000000000V16H,Solar fotovoltaica,Venta,España,SZR,Generación,WMARK,"19,6"
FVCANAS,FVCANAS,UP SOLAR VILLACAÑAS,18W000000000UYGD,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"3,0"
FVCAR,CARRASCOSA,LA CARRASCOSA,18W000000000SDFC,Solar fotovoltaica,Venta,España,SZR,Generación,TOTGA,"42,6"
FVCARR,FVCARR,FVCARR,18W000000000R7MK,Solar fotovoltaica,Venta,España,GN3 ,Generación,GNRA,"17,5"
FVCOF,FVCOF,FVCOF,18W000000000V9J4,Solar fotovoltaica,Venta,España,SZR,Generación,IBGES,"1,7"
FVCOTI2,TORRECOT2,TORRES COTILLAS II,18W000000000TEKW,Solar fotovoltaica,Venta,España,WM1 ,Generación,WMARK,"5,3"
FVCOTIL,FVCOTILL,FVCOTILLAS,18W000000000TE6N,Solar fotovoltaica,Venta,España,WM1 ,Generación,WMARK,"3,3"
FVDEMET,FVDEMET,PSF DEMETER,18W000000000SN44,Solar fotovoltaica,Venta,España,SZR,Generación,WMARK,"40,8"
FVDNR,PFV DNR,PFV DEHESA NUEVA DEL REY,18W000000000SPAN,Solar fotovoltaica,Venta,España,SZR,Generación,TOTGA,"46,2"
FVECOIB,FVECOIB,FVECOIB,18W000000000Q49M,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"10,0"
FVEIBC1,FVEIBC1,VENTA EXCEDENTES FV,18W000000000QIRI,Solar fotovoltaica,Venta,España,SZR,Generación,IBGES,"1,8"
FVEMINN,FVEMINN,FVEMINN,18W000000000RAR1,Solar fotovoltaica,Venta,España,END ,Generación,ECYR,"124,0"
FVENTUS,FVENTUS,UP VENTUS IBERIA,18W000000000UBWD,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"2,7"
FVENZA,VNZA,LIVENZA,18W000000000JVXW,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"4,7"
FVERDLS,FVERDLS,UP SOLAR VERDINALES,18W000000000S6U3,Solar fotovoltaica,Venta,España,NEXUS ,Generación,NEXU,"15,0"
FVESCAN,FVESCANOR,ESCALONILLA NORTE,18W000000000TE9H,Solar fotovoltaica,Venta,España,SZR,Generación,WMARK,"4,7"
FVESCAS,FVESCASUR,ESCALONILLA SUR,18W000000000TEAF,Solar fotovoltaica,Venta,España,SZR,Generación,WMARK,"4,7"
FVFRA,FVFRA,FVFRA,18W000000000P4OX,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"40,2"
FVFUENT,FUENTEE,FUENTE DEL ANO,18W0000000000YAY,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"2,5"
FVGALAZ,FVGALAZ,GALAZOCAN SOLAR,18W000000000RWR9,Solar fotovoltaica,Venta,España,SZR,Generación,WMARK,"4,8"
FVGNRA,SOLARES 1,SOLARES MAYOR 1,18W000000000A0UJ,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"474,7"
FVGREEN,FVGREEN,FV EGREEN ZR,18W000000000PVZ4,Solar fotovoltaica,Venta,España,ACC ,Generación,EGED,"208,0"
FVHIBRC,FVHIBRC,UFI COMPRA BATERIA EXTREM3,18W000000000SNAT,Almacenamiento,Compra,España,SZR,Unidades de almacenamiento,EGED,"2,2"
FVHIBRV,FVHIBRV,UP HIBRIDA VENTA EXTREMADURA 3,18W000000000TNUM,Híbrida renovable-almacenamiento,Venta,España,ACC ,Unidades hibridas,EGED,"21,8"
FVHITA,FVHITA,FVHITA,18W000000000RTVA,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"1,7"
FVIENTO,FVIENTO,UP SOLAR VIENTO,18W000000000SZQZ,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"1,8"
FVILLAV,VILLA,VILLAVALIENTE,18W000000000R213,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"4,0"
FVIMAN,FVIMAN,FVIMAN,18W000000000U2KR,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"16,0"
FVINASG,VIÑAS,VIÑASGOMEZ,18W000000000RP6Z,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"2,8"
FVITEC,FVITEC,FVITEC,18W000000000MZRK,Solar fotovoltaica,Venta,España,SZR,Generación,VITEC,"3,4"
FVITEC2,FVITEC2,FV MAYOR 1,18W000000000TH0Q,Solar fotovoltaica,Venta,España,SZR,Generación,VITEC,"1,9"
FVITEC3,FVITEC3,FVITEC3,18W000000000V6TU,Solar fotovoltaica,Venta,España,SZR,Generación,VITEC,"0,8"
FVITIGU,VITIGUDINA,PARQUE FV VITIGUDINA,18W000000000P1EP,Solar fotovoltaica,Venta,España,SZR,Generación,EBLCO,"3,0"
FVIVAL,VVL,VIVLS,18W000000000JX90,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"1,2"
FVJADRA,FVJADRA,PSF JADRAQUE,18W000000000S8GP,Solar fotovoltaica,Venta,España,SZR,Generación,WMARK,"2,0"
FVLAUEI,FVLAUEI,FV MAS DE 1MW,18W000000000OWSJ,Solar fotovoltaica,Venta,España,SZR,Generación,LAUEI,"3,2"
FVLNEVA,VLLNA,VILLANUEVA,18W000000000PWNP,Solar fotovoltaica,Venta,España,GST1 ,Generación,GESTE,"42,2"
FVLOREN,FVLOREN,FV LORENZO SOLAR,18W000000000RQ31,Solar fotovoltaica,Venta,España,GNRA01 ,Generación,GNRA,"3,6"
FVLSILA,FVLSILA,UP SOLAR VALSEQUILLA,18W000000000UNXC,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"20,0"
FVLVERD,FVLVERD,UP SOLAR VALVERDE,18W000000000QMJM,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,4"
FVMAYOR,FVMAYOR,UP SOLAR VILLAMAYOR,18W000000000SR6P,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"8,6"
FVMAZO,FVMAZO,FVMAZO,18W000000000R7KO,Solar fotovoltaica,Venta,España,GN3 ,Generación,GNRA,"12,5"
FVMECA1,FVMECA1,UP SOLAR VILLAMECA 1,18W000000000VAI3,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"75,2"
FVMECA2,FVMECA2,UP SOLAR VILLAMECA II,18W000000000VAJ1,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"75,2"
FVNORI,LA NORIA,FV LA NORIA,18W000000000SDGA,Solar fotovoltaica,Venta,España,SZR,Generación,TOTGA,"42,6"
FVNSER,FVNSER,FVNSER,18W000000000MSEU,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"40,0"
FVO1133,FVO1133,FVO1133,18W000000000UDNP,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"37,5"
FVO2134,FVO2134,FVO2134,18W000000000UDPL,Solar fotovoltaica,Venta,España,SZR,Generación,SOLRC,"37,5"
FVPEDRA,FVPEDRAJ,LA PEDRAJA I,18W000000000TE8J,Solar fotovoltaica,Venta,España,WM1 ,Generación,WMARK,"3,2"
FVPILA,PILASTRA S,PILASTRA SOLAR,18W000000000S9ZL,Solar fotovoltaica,Venta,España,SZR,Generación,TOTGA,"40,0"
FVPON,FVPON,FVPON,18W000000000P3FH,Solar fotovoltaica,Venta,España,GN3 ,Generación,GNRA,"12,5"
FVPOSA,FVPOSA,FVPOSA,18W000000000R7JQ,Solar fotovoltaica,Venta,España,GN3 ,Generación,GNRA,"10,0"
FVPOST,POSTIGO SO,POSTIGO SOLAR,18W000000000SA1C,Solar fotovoltaica,Venta,España,TOTENERG ,Generación,TOTGA,"40,0"
FVRIOJA,FV RIOJA,FV RIOJA,18W000000000ODYR,Solar fotovoltaica,Venta,España,SZR,Generación,LMER,"1,7"
FVROM1,ROMERAL 1,FV EL ROMERAL 1,18W000000000SXJI,Solar fotovoltaica,Venta,España,SZR,Generación,TOTGA,"9,0"
FVROM2,FVROM2,ROMERAL2,18W000000000SXLE,Solar fotovoltaica,Venta,España,SZR,Generación,TOTGA,"9,0"
FVRUELA,FVRUELA,UP SOLAR ERUELA,18W000000000VH0I,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"5,6"
FVSANMI,FV SAN MIG,FV SAN MIGUEL D,18W000000000T41Q,Solar fotovoltaica,Venta,España,WM1 ,Generación,WMARK,"33,2"
FVSESAN,FVSESAN,FVSESAN,18W000000000MSIM,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"39,6"
FVSSVAN,FVSSVAN,FVSSVAN,18W000000000MSGQ,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"40,0"
FVTABA,FVTABA,FVTABA,18W000000000R7LM,Solar fotovoltaica,Venta,España,GN3 ,Generación,GNRA,"12,5"
FVTEJES,FVTEJES,FVTEJES,18W000000000N2XT,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"7,0"
FVTORRN,FVTORRNOR,TORRIJOS NORTE,18W000000000TEBD,Solar fotovoltaica,Venta,España,WM1 ,Generación,WMARK,"4,7"
FVTORRS,FVTORRSUR,TORRIJOS SUR,18W000000000TECB,Solar fotovoltaica,Venta,España,WM1 ,Generación,WMARK,"4,7"
FVVAL1,VALIENTES ,VALIENTES 1,18W000000000SBIC,Solar fotovoltaica,Venta,España,SZR,Generación,TOTGA,"9,0"
FVVAL2,VALIENTES2,FV VALIENTES 2,18W000000000SBN2,Solar fotovoltaica,Venta,España,SZR,Generación,TOTGA,"3,6"
FWERSOL,FWERSOL,UP SOLAR POWERSOL,18W000000000U1D7,Solar fotovoltaica,Venta,España,SZR,Generación,NEXU,"2,0"
FXRSPRE,FXRSPRE,FXRSPRE,18W00000000079YX,Solar fotovoltaica,Venta,España,SZR,Generación,RSPRE,"0,6"
FYAGENT,FYAGENT,"AGENT ( FOTOVOLTAICA,TARIFA,NO EXENTO )",18WFYAGENT-123-E,Solar fotovoltaica,Venta,España,SZR,Generación,AGENT,"2,0"
FYAGREN,FYAGREN,FYAGREN,18W000000000ROL8,Solar fotovoltaica,Venta,España,SZR,Generación,AGREN,"0,2"
FYALBA1,FYALBA1,FYALBA1,18W000000000Q2RT,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"5,2"
FYALBA2,FYALBA2,FYALBA2,18W000000000Q2TP,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"4,7"
FYAME,FYAME,FOTOVOLTAICA MENOS 1 MW,18WFYAME-12345-4,Solar fotovoltaica,Venta,España,SZR,Generación,AME,"1,1"
FYASIE,FOTVREGESP,FOTOVOLTAICA RETRIBUCION ESPECIFICA,18WFYASIE-1234-5,Solar fotovoltaica,Venta,España,SZR,Generación,ASIE,"0,0"
FYATENC,FYATENC,FYATENC,18W000000000TH1O,Solar fotovoltaica,Venta,España,SZR,Generación,ATENC,"3,9"
FYATLAS,FYATLAS,FYATLAS,18W000000000JMYK,Solar fotovoltaica,Venta,España,SZR,Generación,ATLAS,"2,2"
FYBSG,FYBSG,FYBSG,18W000000000BCMW,Solar fotovoltaica,Venta,España,SZR,Generación,BSGEA,"14,0"
FYCEDSL,FYCEDSL,FYCEDSL,18W000000000U5HO,Solar fotovoltaica,Venta,España,SZR,Generación,CEDSL,"4,5"
FYCEG,FYCEG,"CEG ( FOTOVOLTAICA,TARIFA,NO EXENTO )",18WFYCEG-12345-7,Solar fotovoltaica,Venta,España,SZR,Generación,CEG,"44,6"
FYCESOS,FYCESOS,UP FOTOVOLTAICA CESOS,18W000000000R0N2,Solar fotovoltaica,Venta,España,SZR,Generación,CESOS,"0,5"
FYCEXXI,FYCEXXI,ENDESA CUR FOTOVOL MAYOR 100,18W000000000FDMD,Solar fotovoltaica,Venta,España,SZR,Generación,EEXXI,"0,0"
FYCLIDM,RET SUP 15,REGIMEN ESPECIAL TARIFA >15,18WFYCLIDM-123-Z,Solar fotovoltaica,Venta,España,SZR,Generación,CLIDM,"2,4"
FYCYE,UPRREFVCD,UP REPRESENTACION RE FV CON DESVIOS,18WFYCYE-12345-A,Solar fotovoltaica,Venta,España,SZR,Generación,CYE,"13,0"
FYDETIC,FYDETIC,"DETIC ( FOTOVOLTAICA,TARIFA,NO EXENTO )",18WFYDETIC-123-P,Solar fotovoltaica,Venta,España,SZR,Generación,DETIC,"3,6"
FYEBLCO,FYEBLCO,"EBLCO ( FOTOVOLTAICA,TARIFA,NO EXENTO )",18WFYEBLCO-123-6,Solar fotovoltaica,Venta,España,SZR,Generación,EBLCO,"5,5"
FYEEXXI,FYEEXXI,"ENDESA CUR  ( TARIFA, FOTOVOLTAICA, NO EXENTA)",18WFYEEXXI-123-1,Solar fotovoltaica,Venta,España,SZR,Generación,EEXXI,"742,3"
FYEFG,FYEFG,"EFG ( FOTOVOLTAICA,TARIFA,NO EXENTO )",18WFYEFG-12345-C,Solar fotovoltaica,Venta,España,SZR,Generación,EFG,"67,3"
FYEGED,FYEGED,FYEGED,18W000000000Q00F,Solar fotovoltaica,Venta,España,SZR,Generación,EGED,"0,8"
FYEGLE,FYEGLE,"EGLE ( FOTOVOLTAICA,TARIFA,NO EXENTO )",18WFYEGLE-1234-H,Solar fotovoltaica,Venta,España,SZR,Generación,EGLE,"8,0"
FYEGUAS,FYEGUAS,FYEGUAS,18W000000000SKNC,Solar fotovoltaica,Venta,España,EVM ,Generación,CEG,"3,0"
FYENDG,FYENDG,FYENDG,18WFYENDG-1234-3,Solar fotovoltaica,Venta,España,SZR,Generación,ENDG,"0,3"
FYEONUR,FYEONUR,"E.ON CUR ( TARIFA, FOTOVOLTAICA, NO EXENTA)",18WFYEONUR-123-Q,Solar fotovoltaica,Venta,España,SZR,Generación,EONUR,"2,4"
FYEPES,YPS,FOTYEPES,18W000000000IWWZ,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"2,8"
FYFEN,FYFEN,FOTOVOLTAICA MAYOR 15 KW,18WFYFEN-12345-M,Solar fotovoltaica,Venta,España,SZR,Generación,FEN,"225,7"
FYFUTGR,UP FYFUTGR,UP FOTOVOLTAICA FUTURA GREEN,18WFYFUTGR-123-D,Solar fotovoltaica,Venta,España,SZR,Generación,FUTGR,"0,3"
FYGAC,FYGAC,"GAC ( FOTOVOLTAICA,TARIFA,NO EXENTO )",18WFYGAC-12345-2,Solar fotovoltaica,Venta,España,SZR,Generación,GAC,"29,8"
FYGEMSL,GEM FV,GEM FV,18W000000000F5CK,Solar fotovoltaica,Venta,España,SZR,Generación,GEMSL,"0,1"
FYGENER,FYGENER,"GENER ( FOTOVOLTAICA,TARIFA,NO EXENTO )",18WFYGENER-123-A,Solar fotovoltaica,Venta,España,SZR,Generación,ADXRE,"1,2"
FYGESTE,FYGESTE,"GESTE ( FOTOVOLTAICA,TARIFA,NO EXENTO )",18WFYGESTE-123-A,Solar fotovoltaica,Venta,España,SZR,Generación,GESTE,"332,0"
FYGNRA,FYGNRA,"GNRA ( FOTOVOLTAICA,TARIFA,NO EXENTO )",18WFYGNRA-1234-E,Solar fotovoltaica,Venta,España,SZR,Generación,GNRA,"183,8"
FYGNSUR,FYGNSUR,"GAS NATURAL SUR SDG ( TARIFA, FOTOVOLTAICA, NO EXENTA)",18WFYGNSUR-123-6,Solar fotovoltaica,Venta,España,SZR,Generación,GNSUR,"40,9"
FYGSETT,GSE S.A.,GLOBAL SOLAR ENERGY S.A.,18WFYGSETT-123-2,Solar fotovoltaica,Venta,España,SZR,Generación,GSETT,"12,3"
