up_code,up_name,subject_code,technology_esios
HXAL4,XALLAS IV,IGNIS,Hidráulica no UGH
HXRSPRE,HXRSPRE,RSPRE,Hidráulica no UGH
HYAGREN,HYAGREN,AGREN,Hidráulica no UGH
HYAGUER,HYAGUER,DETIC,Hidráulica no UGH
HYAME,HYAME,AME,Hidráulica no UGH
HYANORF,UP FV HYAN,ZRMTT,Solar fotovoltaica
HYANORH,HYANOR UP,ZRMTT,Hidráulica no UGH
HYASIE,HYASIE,ASIE,Hidráulica no UGH
HYBERGA,HYBERGA,DETIC,Hidráulica no UGH
HYBRUTI,HYBRUTI,DETIC,Hidráulica no UGH
HYCABIS,HYCABIS,DETIC,Hidráulica no UGH
HYCANBA,HYCANBA,DETIC,Hidráulica no UGH
HYCAUXA,HYCAUXA,DETIC,Hidráulica no UGH
HYCEG,HYCEG,CEG,Hidráulica no UGH
HYDETIC,HYDETIC,DETIC,Hidráulica no UGH
HYDRC01,HYDRC01,HYDRO,Comercializadores mercado libre
HYDRO1,CH_PETITES,EPYM,Hidráulica no UGH
HYDRO2,CH_GRANS,EPYM,Hidráulica no UGH
HYECATA,HYECATA,EGED,Hidráulica no UGH
HYEEXXI,HYEEXXI,EEXXI,Hidráulica no UGH
HYEFG,HYEFG,EFG,Hidráulica no UGH
HYEGLE,HYEGLE,EGLE,Hidráulica no UGH
HYEONUR,HYEONUR,EONUR,Hidráulica no UGH
HYFEN,MINIHIDRAU,FEN,Hidráulica no UGH
HYGESTE,HYGESTE,GESTE,Hidráulica no UGH
HYGNRA,HYGNRA,GNRA,Hidráulica no UGH
HYGNSUR,HYGNSUR,GNSUR,Hidráulica no UGH
HYHCCUR,HYHCCUR,HCCUR,Hidráulica no UGH
HYIBCUR,HYIBCUR,IBCUR,Hidráulica no UGH
HYIGNI,UOHYIGNIS,IGNIS,Hidráulica no UGH
HYINDIG,HYINDIG,DETIC,Hidráulica no UGH
HYISLA,HYISLA,CEG,Hidráulica no UGH
HYITURB,ITURB,ITURB,Hidráulica no UGH
HYLAMUE,HYLAMUE,DETIC,Hidráulica no UGH
HYLAUE3,HYLAUE3,LAUEI,Hidráulica no UGH
HYMALPA,HYMALPA,DETIC,Hidráulica no UGH
HYMARIN,HYMARIN,DETIC,Hidráulica no UGH
HYMONTE,HYMONTE,DETIC,Hidráulica no UGH
HYNEXU,HYNEXU,NEXU,Hidráulica no UGH
HYPAMSA,HYPAMSA,CEG,Hidráulica no UGH
HYPARDI,HYPARDI,DETIC,Hidráulica no UGH
HYPIEDR,HYPIEDR,DETIC,Hidráulica no UGH
HYRSPRA,HYRSPRA,RSPRA,Hidráulica no UGH
HYSERRA,HYSERRA,GNRA,Hidráulica no UGH
HYTLAVE,HYTLAVE,CEG,Hidráulica no UGH
HYVALLE,HYVALLE,DETIC,Hidráulica no UGH
HYVALLF,HYVALLF,DETIC,Hidráulica no UGH
HYWMARK,HYWMARK,WMARK,Hidráulica no UGH
HZORIT,HZORIT,EGLE,Hidráulica no UGH
IBCUC01,IBCUC01,IBCUR,Comercializadores último recurso
IBCUCEB,IBCUCEB,IBCUR,Enlace Baleares
IBDSC01,UPIBERDESA,IBERD,Comercializadores mercado libre
IBEGC05,IBEGC MAR,IBEG,Exportación Marruecos
IBEGCP3,IBEGCP3,IBEG,Exportación Francia
IBEGVP3,IBEGVP3,IBEG,Importación Francia
IBGCCX1,IBGCCX1,IBGES,Porfolio
IBGCVX1,IBGCVX1,IBGES,Porfolio
IBGECP3,IBGECP3,IBGES,Exportación Francia
IBGESX,IBGESX,IBGES,Consumo de Servicios Auxiliares
IBGEVP3,IBGEVP3,IBGES,Importación Francia
IBGPCX1,IBGPCX1,IBGES,Porfolio
IBGPVX1,IBGPVX1,IBGES,Porfolio
IBHEACI,IBHEACI,WMARK,Eólica terrestre
IBMXC01,IBMXC01,IBERY,Comercializadores mercado libre
IBPADOR,IBPADOR,WMARK,Eólica terrestre
IBSEC01,IBSEC01,IBSEN,Comercializadores mercado libre
IBSNC01,IBSNC01,IBSUS,Consumos directos en mercado
IBSUC01,IBSUC01,IBSUS,Consumos directos en mercado
ICGAC01,COMERC,ICGAS,Comercializadores mercado libre
ICLIC01,ICLIC01,IBCLI,Comercializadores mercado libre
ICLIR01,ICLIR01,IBCLI,Comercializadores mercado libre
ICUPCX1,ICUPCX1,IBCUR,Porfolio
ICUPVX1,ICUPVX1,IBCUR,Porfolio
IDESC01,IDESC01,IDESE,Comercializadores mercado libre
IENOC01,COM IENOV,IENOV,Comercializadores mercado libre
IFAVG,IFAVG,GNRA,Eólica terrestre
IGESC01,IGESC01,IBGES,Comercializadores mercado libre
IGNIS7,UP IGNIS7,IGNIS,Solar fotovoltaica
IM3C01,IM3ENER,IM3,Comercializadores mercado libre
IM3V01,IM3V01,IM3,Solar fotovoltaica
IM3V02,IM3V02,IM3,Solar fotovoltaica
IMAXC01,IMAXINA,IMAXI,Comercializadores mercado libre
IMPEC01,IMPERIUM,IMPER,Comercializadores mercado libre
INARC01,INARGY,INARG,Comercializadores mercado libre
INDAC01,INDAREL,INDAR,Comercializadores mercado libre
INDEC01,INDEC01,INDEX,Comercializadores mercado libre
INDLC01,INDLC01,INDA,Comercializadores mercado libre
INEMC01,INEMA,INERM,Comercializadores mercado libre
INERC01,INERC01,INER1,Comercializadores mercado libre
INGEC01,INGEM,INGEM,Comercializadores mercado libre
INICC01,INICC01,INICB,Comercializadores mercado libre
INTEC01,INTEC01,INTEG,Comercializadores mercado libre
INTRC01,INTEA,INTEA,Comercializadores mercado libre
INTRE02,FV MAY1MW,INTRA,Solar fotovoltaica
INTVD02,FV MEN1MW,INTRA,Solar fotovoltaica
INUSC01,INUSC01,INUSK,Comercializadores mercado libre
INVVC01,INVERGOMAR,INVEV,Consumos directos en mercado
IONAC01,IONAC01,IONA,Comercializadores mercado libre
IRISC01,IRIS,IRIS,Comercializadores mercado libre
ISAEC01,ISAEC,ISAEC,Comercializadores mercado libre
ISEOC01,ISEOC01,ISEO,Consumos directos en mercado
ISMCCX1,ISMCCX1,ISMSL,Porfolio
ISMCVX1,ISMCVX1,ISMSL,Porfolio
ISMPCX1,ISMPCX1,ISMSL,Porfolio
ISMPVX1,ISMPVX1,ISMSL,Porfolio
ISMSC01,ISMCOM,ISMSL,Comercializadores mercado libre
ISMSR01,SRADISM,ISMSL,Comercializadores mercado libre
ISYDC01,UPC ISYDE,ISYDE,Comercializadores mercado libre
JMFEC01,JMFEC01,JMFEN,Comercializadores mercado libre
JOINC01,ENERJOIN,JOIN,Consumos directos en mercado
JOLCA,JOLCA,ELEIA,Solar fotovoltaica
JOSEC01,JOSEC01,JOSEP,Comercializadores mercado libre
JOVEC01,UP JOVE,JOVE,Comercializadores mercado libre
JRONCP3,JRONCP3,JARON,Exportación Francia
JRONVP3,JRONVP3,JARON,Importación Francia
JUANC01,JUANX_UP,JUANX,Comercializadores mercado libre
JUCA,JUCAR,IBEG,Hidráulica UGH
JUCAR2,JUCAR2,CTNU,Hidráulica UGH
JUSEC01,JUSEC01,JUSEP,Comercializadores mercado libre
KARMC01,KARMC01,KARMA,Comercializadores mercado libre
KELC01,KELSEN,CALEA,Consumos directos en mercado
KILVC01,KILV_C,KILVE,Comercializadores mercado libre
KINEC01,KINEC01,KINE,Comercializadores mercado libre
KIRIC01,KIRIC01,KIRIN,Comercializadores mercado libre
KODLC01,KODLC01,KODLC,Comercializadores mercado libre
KONYC01,KONERY,KONRY,Comercializadores mercado libre
KREAC01,KREAC01,KREAN,Comercializadores mercado libre
KVASCP3,KVCOMP,KVASI,Exportación Francia
KVASVP3,KVVENT,KVASI,Importación Francia
KWFC01,KWFI,KWFVI,Comercializadores mercado libre
LABOC01,LABOIL CC,LABOI,Comercializadores mercado libre
LACOC01,LA CORRIEN,LACOR,Comercializadores mercado libre
LADYC01,ES-LADYWAR,LADYW,Comercializadores mercado libre
LAFRV,LAFRV,GNRA,Solar fotovoltaica
LAGAV01,LAGAVARRA,CENTS,Solar fotovoltaica
LAMPC01,LAMPYRIS,LAMPY,Comercializadores mercado libre
LANCA2,LANCA2,CHDUE,Hidráulica UGH
LANCAR,UP LANACRA,CHDUE,Hidráulica UGH
LANDC01,LANDS,LAND,Consumos directos en mercado
LAOBC01,LAOBC01,LABOA,Comercializadores mercado libre
LAPAC01,GALAP ENER,GALAP,Comercializadores mercado libre
LAUCCX1,LAUCCX1,LAUEI,Porfolio
LAUCVX1,LAUCVX1,LAUEI,Porfolio
LAUEC01,LAUEC01,LAUEI,Comercializadores mercado libre
LAVAC01,LA VALL,LAVAL,Comercializadores mercado libre
LBAT,LBAT,BARER,Hidráulica UGH
LCOSC01,LCOSC01,LCOST,Comercializadores mercado libre
LDGIC01,LDGIA,LDGIA,Comercializadores mercado libre
LECDE,LECDE,GNRA,Eólica terrestre
LEDCC01,LCE COMPRA,LEDCE,Comercializadores mercado libre
LEGAC01,ELEGA UP,ELEGA,Comercializadores mercado libre
LEONC01,LECOMUP,LEONC,Comercializadores mercado libre
LERC01,LER,LER,Comercializadores mercado libre
LIDEC01,LIDEC01,LIDER,Comercializadores mercado libre
LIDEV01,LIDEV01,LIDER,Solar fotovoltaica
LINAR01,LINARAD,LINAM,Consumos directos en mercado
LINKC01,UPLINKPEN,LINKE,Comercializadores mercado libre
LIUPC01,LIUP,LIUP,Comercializadores mercado libre
LLANOSF,LOS LLANOS,ELEIA,Solar fotovoltaica
LLO1,LLO1,BARER,Hidráulica UGH
LLO2,LLO2,BARER,Hidráulica UGH
LLO3,LLO3,BARER,Hidráulica UGH
LMA1,LMA1,BARER,Hidráulica UGH
LMERC01,LMERC01,LMER,Comercializadores mercado libre
LMM1,LMM1,BARER,Hidráulica UGH
LMM2,LMM2,BARER,Hidráulica UGH
LNU1,LNU1,BARER,Hidráulica UGH
LNU2,LNU2,BARER,Hidráulica UGH
LOBOC01,EL LOBO,LOBO,Consumos directos en mercado
LOBOH,LOBOH,GNRA,Solar fotovoltaica
LOCAC01,UP LOCALUZ,LOCAL,Comercializadores mercado libre
LOKOH,LOKOH,GNRA,Solar fotovoltaica
LORC,LORC,BARER,Hidráulica UGH
LOVEC01,LOVEC01,LOVEE,Comercializadores mercado libre
LOVIC01,UP LOVILUZ,LOVIL,Comercializadores mercado libre
LPWEC01,LPWEC01,LPWEN,Comercializadores mercado libre
LSINC01,LUZ INCLUS,LSINC,Comercializadores mercado libre
LUBAC01,LUBALOO,LUBAL,Comercializadores mercado libre
LUBIAN,LUBIAN,WMARK,Eólica terrestre
LUCAC01,LUCIFERASA,LUCIA,Comercializadores mercado libre
LUCIC01,LUCI,LUCIE,Comercializadores mercado libre
LUCKC01,UP LUCKY,LUCK,Comercializadores mercado libre
LUM1C01,LUM1C01,LUM1,Comercializadores mercado libre
LUMIC01,LUMISA,LUMIE,Comercializadores mercado libre
LUXC01,LUX FORUM,LUX,Comercializadores mercado libre
LUXIC01,LUXIC01,LUXIA,Comercializadores mercado libre
LUZSC01,UPR LUZSO,LUZSO,Comercializadores mercado libre
LUZYC01,LUZYC01,LUZYE,Comercializadores mercado libre
MACEC01,MACEC01,MACEB,Consumos directos en mercado
MALA1,MALA1,GNCC,Ciclo Combinado
MARFRAE,MARFRA EXP,REE,Unidad instrumental internacional
MARFRAI,MARFRA IMP,REE,Unidad instrumental internacional
MARPORE,MARPOR EXP,REE,Unidad instrumental internacional
MARPORI,MARPOR IMP,REE,Unidad instrumental internacional
MARTC01,MARTB_UP,MARTB,Comercializadores mercado libre
MASAC01,MASAC01,MASAL,Comercializadores mercado libre
MASIC01,MASINTELIG,MASIN,Comercializadores mercado libre
MASIRP,MASIRP01,MASIN,Solar fotovoltaica
MASNC01,MASNORTEGL,MASNA,Comercializadores mercado libre
MASQC01,MASQC01,MASQL,Comercializadores mercado libre
MATAC01,MATACOUTA,MATA,Consumos directos en mercado
MAZEC01,MAZE ENERG,MAZEE,Comercializadores mercado libre
MAZEINI,GENFV,MAZEE,Solar fotovoltaica
MEGAC01,MEGAC01,MEGAW,Comercializadores mercado libre
MEGC01,MEGARA,MEG,Comercializadores mercado libre
MELUC01,HISPA,MELUL,Consumos directos en mercado
MENEC01,MENEC01,MENER,Comercializadores mercado libre
MERC01,MEROLTEX,MEROL,Consumos directos en mercado
MERCCP3,RIGHT EXP,MERCU,Exportación Francia
MERCVP3,RIGHT IMP,MERCU,Importación Francia
MERKC01,MERKAOÑA,MERKA,Comercializadores mercado libre
METEC01,METEC01,METEN,Comercializadores mercado libre
METER01,METER01,METEN,Comercializadores mercado libre
METEV01,UP V FV,METEN,Solar fotovoltaica
METEV02,METEV02,METEN,Solar fotovoltaica
METEV03,METEV03 SJ,METEN,Solar fotovoltaica
METEV04,METEV04,METEN,Solar fotovoltaica
METEV05,METEV05,METEN,Solar fotovoltaica
METEV06,METEV06,METEN,Solar fotovoltaica
METEV07,METEV07,METEN,Solar fotovoltaica
METEV08,METEV08,METEN,Solar fotovoltaica
METEV09,FV BESIDES,METEN,Solar fotovoltaica
METEV10,METEV10,METEN,Solar fotovoltaica
METEV11,METEV11,METEN,Solar fotovoltaica
METEV12,METEV12,METEN,Solar fotovoltaica
MFREC01,MAFRESA,MFRSA,Consumos directos en mercado
MFUSTE,MAS FUSTE,TRISO,Solar fotovoltaica
MFUSTE2,MFUSTE 2,TRISO,Solar fotovoltaica
MHLRMER,MHLRMER,ASIE,Hidráulica UGH
MIBESFR,MIBESFR,REE,Saldo acoplamiento mercado
MIBESPT,MIBESPT,REE,Saldo acoplamiento mercado
MIBFRES,MIBFRES,REE,Saldo acoplamiento mercado
MIBPTES,MIBPTES,REE,Saldo acoplamiento mercado
MILII,MILLAS II,LMER,Gas Natural Cogeneración
MINAC01,ALCANTARA,MINAL,Consumos directos en mercado
MINIC01,MINAI,MINAI,Comercializadores mercado libre
MIRAN01,LAMIRANDA,ADXRE,Solar fotovoltaica
MLTB,MORALET B,ENDG,Consumo bombeo
MLTG,MORALET G,ENDG,Turbinación bombeo
MODIC01,MODISPREM,MODI,Consumos directos en mercado
MODOH,MODOH,GNRA,Solar fotovoltaica
MOIAC01,MAT MOIA,MOIA,Consumos directos en mercado
MOLAC01,MOLAC01,MOLAL,Comercializadores mercado libre
MOLEC01,MOLECOR,MOLE,Consumos directos en mercado
MOLIVI,MOLIVI,AMADR,Hidráulica UGH
MORTC01,MORTERO PE,MORTE,Comercializadores mercado libre
MOTAC01,UPMONTARTO,MONTR,Comercializadores mercado libre
MOVHC01,MOVHC01,MOVHE,Comercializadores mercado libre
MOVIC01,MOVIC01,MOVIE,Comercializadores mercado libre
MSVSC01,MSVSC01,MSVSL,Comercializadores mercado libre
MUDEJAR,CSF MUDEJA,WMARK,Solar fotovoltaica
MUEB,MUELA B,IBEG,Consumo bombeo
MUEL,MUELA G,IBEG,Turbinación bombeo
MUESC01,MUESTRARIO,MUEST,Consumos directos en mercado
MULA3,MULA 3,ELEIA,Solar fotovoltaica
MULBC01,MULTITELEC,MULTB,Comercializadores mercado libre
MULTC01,MULTIC01,MULTI,Comercializadores mercado libre
MUTAC01,MULTITEC,MULTA,Comercializadores mercado libre
MXXIC01,MYENXXI,MYENX,Comercializadores mercado libre
MYENC01,MYENC01,MYEN,Comercializadores mercado libre
MYENV01,MYENV01,MYEN,Solar fotovoltaica
MYENV02,MYENV02,MYEN,Solar fotovoltaica
NABAC01,NABAC01,NABAL,Comercializadores mercado libre
NAGAC01,NAT GAS,NATGA,Comercializadores mercado libre
NAGIC01,NAGIC01,NAGIN,Comercializadores mercado libre
NAVAC01,NAVAC01,NAVAR,Comercializadores mercado libre
NCEC01,NCEC01,NCE,Comercializadores mercado libre
NCEGE,VENTA FV,NCE,Solar fotovoltaica
NEASC01,SPECTRA,NEAS,Comercializadores mercado libre
NEASCP3,NEASCP3,NEAS,Exportación Francia
NEASVP3,NEAS,NEAS,Importación Francia
NEMOC01,NEMOC01,NEMON,Comercializadores mercado libre
NETOC01,NETON,NETON,Comercializadores mercado libre
NETRC01,NETRA PENI,NETRA,Comercializadores mercado libre
NEUCCX1,NEUCCX1,NEURO,Porfolio
NEUCVX1,NEUCVX1,NEURO,Porfolio
NEXAC01,NEXT COMPR,NEXAM,Comercializadores mercado libre
NEXOC01,NEXORA,NEXOR,Comercializadores mercado libre
NEXPCX1,NEXPCX1,NEXU,Porfolio
NEXPVX1,NEXPVX1,NEXU,Porfolio
NEXTC01,NEXT,NEXAP,Comercializadores mercado libre
NEXUC01,NEXUS COMP,NEXU,Comercializadores mercado libre
NIDHCP3,NIDHCP3,NIDHO,Exportación Francia
NIDHVP3,NIDHVP3,NIDHO,Importación Francia
NIVAC01,NIVAPLAST,NIVA,Consumos directos en mercado
NOBEC01,NOBEC01,NOBE,Comercializadores mercado libre
NOBLCP3,CONS ACCT,NOBLE,Exportación Francia
NOBLVP3,PROD ACCT,NOBLE,Importación Francia
NOCTC01,NOCTILUCA,NOCTI,Comercializadores mercado libre
NOREC01,NOREC01,NORE,Comercializadores mercado libre
NORTC01,NORTC01 CO,NORT,Comercializadores mercado libre
NORVENT,PE NORVENT,WMARK,Eólica terrestre
NOSAC01,NOSAC01,NOSA,Comercializadores mercado libre
NUFRR01,NUFRI SRAD,ENUFR,Consumos directos en mercado
NUKIC01,NUKIK COM,NUKIK,Comercializadores mercado libre
NUMCC01,NUMCC01,NUMI,Comercializadores mercado libre
NVLUC01,NVLUC01,NVLZE,Comercializadores mercado libre
NWENC01,NWENC01,NORDW,Comercializadores mercado libre
NYCLC01,NYCLC01,NYCLI,Comercializadores mercado libre
OCYC01,OCYC01,OCYE,Comercializadores mercado libre
ODARC01,ODARA,ODARA,Comercializadores mercado libre
ODELC01,ODELL,ODELL,Comercializadores mercado libre
ODFC01,ODFC01,ODF,Comercializadores mercado libre
OESTC01,RONDAOESTE,OESTE,Comercializadores mercado libre
OHMIC01,UP OHMIO,OHMIA,Comercializadores mercado libre
OKENC01,OKENE,OKENE,Comercializadores mercado libre
OLEC01,OLE,OLE,Comercializadores mercado libre
OLIVC01,OLIVIA 01,OLIVC,Comercializadores mercado libre
OLIVE23,OLIVEN23,ADXRE,Solar fotovoltaica
OLIVE24,OLIVEN24,ADXRE,Solar fotovoltaica
OLLEC01,OLLER,OLLER,Consumos directos en mercado
OLVEN22,OLIVEN22,ADXRE,Solar fotovoltaica
OMHEC01,OMHEY,OHMEY,Comercializadores mercado libre
ONDC01,ONDARE,ONDAR,Consumos directos en mercado
ONDEC01,ONDEM,ONDEM,Comercializadores mercado libre
ONEACH,ONEC MAR,ONE,Exportación Marruecos
ONEVEN,ONEV MAR,ONE,Importación Marruecos
ONSEC01,ONS,ONS,Consumos directos en mercado
OOPPC01,OLIVA,OLIVA,Consumos directos en mercado
OPPIC01,OPPIDUM,OPPI,Comercializadores mercado libre
ORWEC01,COMER,ORWEL,Comercializadores mercado libre
OURGC01,OURGC01,OURGR,Comercializadores mercado libre
PALOS1,PALOS1,GNCC,Ciclo Combinado
PALOS2,PALOS2,GNCC,Ciclo Combinado
PALOS3,PALOS3,GNCC,Ciclo Combinado
PANDC01,PANDC01,PANDO,Comercializadores mercado libre
PAVASFT,PAVASFT,DETIC,Solar fotovoltaica
PBCN1,PBCN1,GNCC,Ciclo Combinado
PBCN2,PBCN2,GNCC,Ciclo Combinado
PECAST,PECAST,GNRA,Eólica terrestre
PEJUBER,PE JUBERA,WMARK,Eólica terrestre
PEMONDI,PE MONDIGO,WMARK,Eólica terrestre
PENAS3,UP PENAS3,ISMSL,Solar fotovoltaica
PENAV,PENAV,GNRA,Eólica terrestre
PEONEDA,PE NEDA,WMARK,Eólica terrestre
PEPCUER,PEPCUERVO,WMARK,Eólica terrestre
PESASD1,PE SASDONI,WMARK,Eólica terrestre
PESASD2,PE SASDO 2,WMARK,Eólica terrestre
PESOTIL,PESOTIL,CEG,Eólica terrestre
PETABLA,PETABLA,CEG,Eólica terrestre
PETRC01,PETRC01,PESL,Comercializadores mercado libre
PEVALB,PEVALB,GNRA,Eólica terrestre
PEVER,PEVER,GNRA,Eólica terrestre
PEVER2,PEVER2,GNRA,Eólica terrestre
PGOM,PGOM,WMARK,Hidráulica UGH
PGR5,P.G.RODR 5,ENDG,Ciclo Combinado
PINDC01,UP PINDO,PINDO,Comercializadores mercado libre
PINOSO,PINOSO UP,ISMSL,Solar fotovoltaica
PISUC01,PISUC01,PISUE,Comercializadores mercado libre
PIZR,PIZR,GNRA,Solar fotovoltaica
PLASC01,PLASPISA,PLAS,Consumos directos en mercado
PLATC01,PLATA,PLATA,Consumos directos en mercado
PLAZA1,FV PLAZA 1,ELEIA,Solar fotovoltaica
PLAZA2,PLAZA2 FV,ELEIA,Solar fotovoltaica
PLENFV1,PLENFV-1MW,ALDRO,Solar fotovoltaica
PLIAC01,UP SIMPLIA,SIMP,Comercializadores mercado libre
PLLANO,PLLANO,ADXRE,Solar fotovoltaica
POLAC01,UP POLAR,POLAR,Comercializadores mercado libre
PONCC01,PONTS COM,PONTC,Comercializadores mercado libre
PONXC01,PONXC01,ENCEG,Consumos directos en mercado
POSOC01,ES-POWERSO,POWED,Comercializadores mercado libre
POTEC01,POTENZIA,POTEN,Comercializadores mercado libre
POWCP3,PM EXPORT,POWER,Exportación Francia
POWEC01,PM RET BUY,POWER,Comercializadores mercado libre
POWRC01,POWEC01,POWEE,Comercializadores mercado libre
POWVP3,POWERMART,POWER,Importación Francia
POZOC01,POZO,POZO,Comercializadores mercado libre
PRADC01,COPRADO,PRADO,Consumos directos en mercado
PRAEC01,PRAETIUM,PRAET,Comercializadores mercado libre
PREAL1,PREAL01,ADXRE,Solar fotovoltaica
PROSC01,PROSOL COM,PROSA,Comercializadores mercado libre
PROTC01,PROT,PROTC,Comercializadores mercado libre
PRVLC01,PRVLC01,PRIMV,Comercializadores mercado libre
PSFREGE,PSFREGE,WMARK,Solar fotovoltaica
PTENC01,UP PTEN,PTENG,Comercializadores mercado libre
PUERTOB,PUERTO B,LMER,Derivados del petróleo ó carbón
PUIC01,TEXTILPUIG,TEXTB,Consumos directos en mercado
PULSC01,PULSAR,PULSA,Comercializadores mercado libre
PVENT1,PVENT1,GNCC,Ciclo Combinado
PVENT2,PVENT2,HISPE,Ciclo Combinado
PVENT2X,PVENT2X,HISPE,Consumo de Servicios Auxiliares
PVVIDAL,PVVIDAL,TSRDE,Solar fotovoltaica
PZCP,PZCP,VIEG,Hidráulica UGH
QENEC01,QUASAR,QENER,Comercializadores mercado libre
QUALC01,QUALC01,QUANA,Comercializadores mercado libre
QUATC01,QUANTC01,QUANT,Comercializadores mercado libre
RABANIL,RABANIL,GNRA,Biogás
RABIDA2,RABIDA2,CEPSA,Gas Natural Cogeneración
RAFAP,RAFAP,EGLE,Biomasa
RALBAD,RALBAD,CEG,Biogás
RALDENG,RALDENG,PULSA,Biomasa
RARTIGA,RARTIGA,CEG,Biogás
RAUDAX,AUDTR,ADXRE,Biogás
RAUN,RAUN,GNRA,Hidráulica no UGH
RBCESPA,RBCESPA,GNRA,Biogás
RBIOALM,RBIOALM,AME,Biogás
RBIOCAN,RBIOCAN,CEG,Biomasa
RBIOLSI,RBIOLSI,GNRA,Biomasa
RBIORAY,RBIORAY,EGLE,Biomasa
RBIORE,UP BIORE,GEMSL,Biogás
RBIOSAN,RBIOSAN,SANTG,Biomasa
RBIPU,BBIPUGE,GNRA,Biomasa
RBOTARE,BOTARELL,BOTAR,Biogás
RCAMPEL,RCAMPEL,GNRA,Biogás
RCEASA,RCEASA,CEASA,Biomasa
RCENER,RCENER,CENER,Biomasa
RCESPA,RCESPA,EGLE,Biogás
RCESRE,RCESRE,EGLE,Biogás
RCMOVA,RCMOVA,EENER,Biomasa
RCOGBIO,RCOGBIO,EGLE,Biogás
RCOGENA,RCOGENA,CEASA,Residuos varios
RCOGRVO,RCOGRVO,NEXU,Biogás
RCONC01,RCONSULT,RCONS,Comercializadores mercado libre
RCOPAMP,RCOPAMP,CEG,Biogás
RCUBILL,RCUBILLOS,NEXU,Biomasa
RCULEBR,RCULEBR,GNRA,Biogás
RCURTIS,RCURTIS,NEXU,Biomasa
RDAKIN,RDAKIN,EGLE,Residuos domésticos y similares
RDGAC01,RDGAC01,RDGCO,Comercializadores mercado libre
RDQ1,RDQ1,BARER,Hidráulica UGH
RDQ2,RDQ2,BARER,Hidráulica UGH
RECARRE,CARRE,RENSP,Eólica terrestre
RECMED,RECMED,CEG,Biogás
RECOBAR,RECOBAR,EGLE,Biogás
RECOC01,EMECE,RECON,Comercializadores mercado libre
REEM20,REEM20,ENCEG,Biomasa
REGBRE,REGBRE,COGEN,Biomasa
REGPE3,REGPE3,ECYR,Biogás
RELUC01,UP_RELUZCA,RELUZ,Comercializadores mercado libre
REMIC01,REMIC01,REMIC,Comercializadores mercado libre
RENCE,RENCE,ENCEG,Biomasa
RENMAN,RENMAN,ENCEG,Biomasa
RENUC01,RENUC01,RENUE,Comercializadores mercado libre
REPC01,REPC01,REPSB,Consumos directos en mercado
REPEC01,REPEC01,REPP,Consumos directos en mercado
REPFOTV,REPFOTV,INER1,Solar fotovoltaica
REPPLL,REPPLL,REPP,Derivados del petróleo ó carbón
REPR,REPR,BARER,Hidráulica UGH
REPRC01,REPRC01,REPP,Consumos directos en mercado
REROQUE,CABEZO,RENSP,Eólica terrestre
RESIAME,RESIAME,AME,Residuos domésticos y similares
RESOLAR,SOLARPLANT,RENSP,Solar fotovoltaica
RESSEC,RESSEC,AMADR,Hidráulica UGH
REUSC01,REUSC01,REUSS,Comercializadores mercado libre
REXTRA,REXTRA,COGEN,Biomasa
REYSC01,REYSC01,REYSE,Comercializadores mercado libre
RFBILOG,UP BILOGR,EGED,Biomasa
RFDETIC,RFDETIC,DETIC,Biomasa
RFEGED,RFEGED,EGED,Biomasa
RFNEXU,RFNEXU,NEXU,Biogás
RFUENP,RFUENP,EGLE,Biomasa
RFVALDE,RFVALDE,DETIC,Biogás
RGAME,RGAME,AME,Biogás
RGECASA,RGECASA,CEG,Biomasa
RGEDES,RGEDES,EGLE,Biogás
RIDAGST,BIOM IDA,GESTE,Biomasa
RINUSA,RINUSA,CEG,Biogás
RIOANTI,RIOANTI,LMER,Hidráulica no UGH
RISLON,RISLON,GEMSL,Biomasa
RIVAC01,RIVAS UP,RIVAS,Consumos directos en mercado
RIVAV01,UP RIVAV01,RIVAS,Solar fotovoltaica
RLALOM,RLALOM,ENCEG,Biomasa
RMARINA,RMARINA,GNRA,Biomasa
RMERU,RMERU,CEG,Biogás
RMNEXU,RMENXU,NEXU,Biomasa
RMSVGA,RMSVGA,EGLE,Biogás
RMU1,RMU1,BARER,Hidráulica UGH
RNAVARA,RNAVARA,GNRA,Biogás
RNSAC01,REGANOSA,GEMSL,Consumos directos en mercado
ROFEC01,ROFEC01,ROFEN,Comercializadores mercado libre
ROFENV1,ROFEICA,ROFEN,Derivados del petróleo ó carbón
ROFENV2,ROFENV2,ROFEN,Gas Natural Cogeneración
ROLEIC,ROLEIC,EGLE,Biomasa
RONDC01,RONDA,RONDA,Comercializadores mercado libre
ROTOC01,ROTOR,ROTOR,Consumos directos en mercado
RPAME,RPAME,AME,Biogás
RPCABAN,RPCABANM,LMER,Biogás
RPEEXXI,RPEEXXI,EEXXI,Biomasa
RPEONUR,RPEONUR,EONUR,Biomasa
RPGUIZ,RPGUIZ,EGLE,Residuos varios
RPHCCUR,RPHCCUR,HCCUR,Biomasa
RPIBCUR,RPIBCUR,IBCUR,Biomasa
RPINA,RPINA,EGLE,Biomasa
RPREZO,RPREZO,EGLE,Biogás
RPSQC01,RPSQC01,REPQ,Consumos directos en mercado
RPTRTAR,RPTRTAR,REPP,Gas Natural Cogeneración
RPUEBLA,RPUEBLA,CEG,Biomasa
RQUINA,RQUINA,EGLE,Residuos varios
